id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
6636,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,3,0.5,4,6,4,5,2,0.0,0,False
6637,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6638,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6639,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6640,4,3,2,0,0,4,2,0.17,2,2,1,7,1,0,12,0,2,1,14.7,10.21,1533.34,0.05,36,0.1,85.19,150.12,0,1,2,7,0.11,13,23,7,11,18,0.0,12,False
6641,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6642,8,11,7,1,5,16,6,0.16,8,5,0,28,1,0,37,0,5,0,49.34,20.83,21414.62,0.34,177,0.05,1189.7,1027.9,0,4,8,24,0.11,75,102,36,20,53,13.95,38,False
6643,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False
6644,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6645,3,1,0,0,3,0,1,0.5,0,1,1,1,1,0,2,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1,0,0,2,0.1,0,3,0,3,10,60.0,2,False
6646,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,2,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,False
6647,0,1,2,0,0,0,1,0.17,0,1,1,3,1,0,6,0,1,1,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1,0,0,4,0.13,10,13,7,7,8,0.0,6,False
6648,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6649,0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50.0,2,False
6650,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6651,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,1,0,0,2,1.0,3,5,2,4,1,0.0,0,False
6652,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6653,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
6654,22,21,4,0,14,40,11,0.17,20,10,0,53,1,0,63,0,11,1,29.62,75.0,166603.99,0.74,386,0.01,9255.78,2221.39,0,10,20,44,0.06,150,236,27,27,191,18.18,63,False
6655,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
6656,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
6657,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,3,0.5,0,0,0,0,2,0.0,0,False
6658,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,1.0,1,4,1,4,1,0.0,0,False
6659,3,5,3,1,2,8,3,0.2,4,3,1,14,3,1,14,0,3,1,14.42,14.44,3005.14,0.07,49,0.07,166.95,208.15,1,2,4,13,0.14,21,28,8,11,22,17.65,15,False
6660,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6661,14,1,1,2,4,0,1,0.03,0,1,1,6,1,0,36,0,0,0,96.51,10.29,10209.86,0.33,192,0.1,567.21,992.63,1,0,0,7,0.02,72,120,28,8,58,14.29,38,False
6662,1,3,1,0,2,4,2,0.4,2,2,1,5,1,0,5,0,2,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0,1,2,5,0.2,6,10,5,8,10,28.57,5,False
6663,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,1,0,13.67,6.0,492.27,0.03,21,0.17,27.35,82.04,0,1,2,6,0.33,6,15,5,10,6,0.0,4,False
6664,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
6665,5,5,4,0,3,8,3,0.14,4,2,0,14,1,0,21,0,3,1,26.56,25.5,17270.13,0.23,131,0.04,959.45,677.26,0,2,4,13,0.1,51,80,18,18,31,12.5,21,False
6666,14,1,1,2,4,0,1,0.03,0,1,1,6,1,0,36,0,0,0,96.51,10.29,10209.86,0.33,192,0.1,567.21,992.63,1,0,0,7,0.02,72,120,28,8,58,14.29,38,False
6667,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False
6668,1,3,1,0,0,4,2,0.2,2,1,0,7,1,0,10,2,1,0,17.13,4.67,373.12,0.03,21,0.21,20.73,79.95,0,1,2,7,0.15,7,14,6,8,13,0.0,10,False
6669,2,3,1,5,0,4,2,0.2,2,2,1,6,1,0,5,0,0,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0,1,2,6,0.14,9,13,6,8,14,50.0,10,False
6670,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False
6671,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6672,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6673,1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0.0,2,False
6674,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1.0,1,5,1,5,1,0.0,0,False
6675,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,2,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,False
6676,3,1,1,7,0,0,1,0.13,0,1,1,8,1,0,1,0,0,0,48.37,5.36,1388.16,0.09,61,0.19,77.12,259.12,1,0,0,9,0.08,30,31,14,5,13,87.5,8,False
6677,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6678,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6679,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6680,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1,0,0,3,1.0,1,7,1,7,1,0.0,0,False
6681,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.5,2,3,2,3,2,0.0,1,False
6682,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
6683,1,1,0,0,0,0,1,0.2,0,1,1,1,1,0,5,1,1,1,19.81,2.4,114.12,0.02,15,0.42,6.34,47.55,1,0,0,2,0.07,6,9,5,4,14,0.0,5,False
6684,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6685,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
6686,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6687,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
6688,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1.0,1,5,1,5,1,0.0,0,False
6689,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6690,3,1,0,0,3,0,1,0.5,0,1,1,1,1,0,2,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1,0,0,2,0.1,0,3,0,3,10,60.0,2,False
6691,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False
6692,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6693,0,1,0,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,10.34,2.0,41.36,0.01,8,0.5,2.3,20.68,1,0,0,4,0.2,2,6,2,4,5,0.0,3,False
6694,22,58,19,6,0,60,42,0.19,30,42,1,220,1,0,214,0,0,0,161.52,38.37,237790.7,2.07,785,0.03,13210.59,6197.43,0,15,30,180,0.17,348,437,195,43,244,2.73,220,False
6695,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6696,1,7,2,0,1,12,4,0.36,6,2,0,14,1,0,11,0,0,0,16.8,9.0,1361.13,0.05,37,0.11,75.62,151.24,0,3,6,12,0.27,16,21,8,9,15,8.33,11,False
6697,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6698,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6699,2,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1,0,0,3,0.13,5,8,4,7,8,0.0,4,False
6700,0,1,2,0,0,0,1,1.0,0,1,1,3,1,0,0,0,1,1,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1,0,0,4,0.5,3,5,3,4,2,0.0,0,False
6701,14,7,4,0,23,12,4,0.1,6,4,1,24,1,0,41,0,0,0,28.38,51.4,74995.63,0.49,278,0.02,4166.42,1458.92,0,3,6,22,0.05,127,151,21,17,80,35.94,41,False
6702,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6703,2,7,1,0,0,12,4,0.36,6,2,0,14,3,0,11,0,4,1,12.35,16.0,3162.47,0.07,45,0.06,175.69,197.65,0,3,6,12,0.29,16,29,7,14,14,0.0,11,False
6704,2,3,0,0,0,4,2,0.29,2,1,0,6,1,0,7,3,2,1,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,0,1,2,6,0.18,14,18,8,11,11,0.0,7,False
6705,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6706,20,23,3,3,48,38,12,0.23,18,5,0,46,6,0,50,0,0,0,20.4,43.71,38982.45,0.3,180,0.02,2165.69,891.76,0,10,19,36,0.1,72,108,14,17,123,50.5,53,False
6707,3,5,0,5,0,8,3,0.27,4,1,0,12,1,0,6,0,3,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,0,2,4,11,0.19,20,20,7,8,16,45.45,11,False
6708,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
6709,0,1,2,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,1,0,0,4,0.2,3,7,3,5,5,0.0,3,False
6710,0,7,0,0,0,0,6,0.2,0,1,0,14,1,0,30,0,6,1,44.38,11.05,5420.93,0.16,99,0.09,301.16,490.47,0,0,0,10,0.19,35,64,19,12,32,0.0,30,False
6711,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
6712,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6713,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6714,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,3,1,1,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.5,4,8,4,7,2,0.0,0,False
6715,1,1,2,0,1,0,1,0.17,0,1,1,3,1,0,6,0,0,0,22.84,10.0,2284.01,0.08,52,0.1,126.89,228.4,1,0,0,4,0.1,15,37,9,12,10,14.29,6,False
6716,0,3,0,0,0,4,2,1.0,2,1,0,6,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,2,6,1.0,0,0,0,0,2,0.0,0,False
6717,5,6,4,4,3,4,4,0.25,2,3,0,14,4,1,12,0,0,0,19.21,10.5,2118.25,0.07,44,0.1,117.68,201.74,1,1,2,12,0.15,15,29,10,14,26,36.84,16,False
6718,0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50.0,2,False
6719,13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True
6720,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6721,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6722,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6723,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6724,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,1,0,0,2,0.5,5,13,3,9,2,0.0,0,False
6725,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
6726,0,1,0,0,0,0,1,0.11,0,1,1,1,1,0,9,2,1,1,22.08,10.5,2434.85,0.08,52,0.1,135.27,231.89,1,0,0,2,0.07,21,31,11,11,14,0.0,9,False
6727,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6728,19,41,16,8,26,76,21,0.28,36,19,0,120,19,0,66,0,16,0,68.71,44.09,133582.51,1.01,515,0.02,7421.25,3029.56,0,20,38,101,0.17,237,278,43,16,121,34.0,74,False
6729,0,3,1,0,0,4,2,1.0,2,2,1,5,1,0,0,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,1,2,5,2.0,2,5,2,5,1,0.0,0,False
6730,0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50.0,2,False
6731,0,3,0,0,0,6,2,1.0,2,1,0,5,1,0,0,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
6732,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
6733,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6734,4,3,2,7,4,4,2,0.15,2,2,1,15,1,0,6,0,2,1,40.82,10.25,4288.91,0.14,88,0.1,238.27,418.43,0,1,2,15,0.09,41,47,18,9,23,64.7,13,False
6735,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6736,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False
6737,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0.0,2,False
6738,11,21,16,11,16,38,11,0.22,18,10,0,72,11,1,38,0,0,0,68.12,26.54,47985.65,0.6,322,0.04,2665.87,1807.94,1,10,19,63,0.14,147,175,36,13,78,41.54,49,False
6739,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,1,0,0,2,1.0,3,5,2,4,1,0.0,0,False
6740,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6741,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6742,2,3,1,7,2,4,2,0.13,2,2,1,11,1,0,8,0,2,1,26.22,13.6,4849.99,0.12,75,0.07,269.44,356.62,0,1,2,11,0.1,34,41,15,12,21,52.94,15,False
6743,0,5,1,0,5,8,3,0.23,4,2,0,9,1,0,13,0,3,1,13.41,19.29,4988.19,0.09,58,0.05,277.12,258.64,0,2,4,8,0.15,18,40,7,15,20,27.78,13,False
6744,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,2,False
6745,0,1,0,0,0,0,1,0.14,0,1,1,1,1,0,7,0,0,0,44.81,2.0,179.25,0.03,25,0.5,9.96,89.62,1,0,0,2,0.11,12,13,9,3,9,0.0,7,False
6746,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,0,0,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0.0,0,False
6747,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
6748,0,1,2,0,0,0,1,0.17,0,1,1,3,1,0,6,0,1,1,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1,0,0,4,0.13,10,13,7,7,8,0.0,6,False
6749,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
6750,3,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.13,4,5,4,3,8,33.33,3,False
6751,4,3,2,0,0,4,2,0.17,2,2,1,7,1,0,12,0,0,0,14.7,10.21,1533.34,0.05,36,0.1,85.19,150.12,0,1,2,7,0.11,13,23,7,11,18,0.0,12,False
6752,5,9,4,0,1,16,5,0.33,8,4,0,25,1,0,15,0,0,0,25.82,11.05,3150.69,0.1,66,0.09,175.04,285.25,0,4,8,22,0.22,27,39,11,9,23,6.25,15,False
6753,0,3,0,0,0,4,2,0.5,2,1,0,6,1,0,4,0,2,1,11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,0,1,2,6,0.33,5,8,4,6,6,0.0,4,False
6754,0,3,0,0,0,6,2,1.0,2,1,0,5,1,0,0,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
6755,1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0.0,8,False
6756,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,1,1,1,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,1,0,0,2,0.25,3,9,3,7,4,0.0,2,False
6757,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6758,3,7,7,1,3,12,4,0.19,6,4,1,24,1,0,20,0,4,1,45.78,10.66,5202.69,0.16,93,0.09,289.04,488.06,0,3,6,22,0.14,41,52,25,13,29,16.67,21,False
6759,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6760,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,2,False
6761,0,1,2,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,1,0,0,4,0.2,3,7,3,5,5,0.0,3,False
6762,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6763,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6764,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,1.0,1,4,1,4,1,0.0,0,False
6765,0,5,0,0,0,6,3,1.0,2,1,0,7,3,1,3,0,3,1,8.96,6.0,322.65,0.02,15,0.17,17.92,53.77,1,2,3,6,0.6,6,9,4,8,5,0.0,3,False
6766,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6767,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
