id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
4604,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,2,1.0,3,6,2,5,1,0.0,0,False
4605,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,10.0,3.0,90.0,0.01,10,0.33,5.0,30.0,1.0,0,0,2,0.25,2,8,2,6,4,50.0,2,False
4606,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
4607,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.2,3,9,2,8,5,66.67,3,False
4608,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4609,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
4610,1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,66.67,2,False
4611,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
4612,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
4613,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
4614,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
4615,5,2,7,0,8,3,0.33,4,2.0,2,0.67,11,3,1,2,5,15.91,8.13,1050.3,0.04,31,0.12,58.35,129.27,1.0,2,4,10,0.23,13,18,8,10,13,77.78,9,False
4616,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False
4617,3,0,3,1,4,2,0.5,2,2.0,1,0.5,6,1,0,1,3,10.89,5.4,317.58,0.02,17,0.19,17.64,58.81,0.5,1,2,6,0.29,9,8,5,6,7,80.0,4,False
4618,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.25,4,6,4,5,4,50.0,2,False
4619,3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,0.5,1,2,6,0.4,7,11,6,9,5,66.67,3,False
4620,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4621,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4622,3,0,3,1,4,2,0.5,2,2.0,1,0.5,6,1,0,1,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.2,11,10,6,7,10,80.0,4,False
4623,3,0,5,4,4,2,0.29,2,2.0,1,0.5,7,1,0,2,0,11.34,9.8,1089.11,0.04,31,0.1,60.51,111.13,0.5,1,2,7,0.15,14,17,5,7,13,81.82,7,False
4624,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,2,0.17,4,11,3,7,6,75.0,4,False
4625,1,1,3,4,0,1,0.25,0,0.0,1,1.0,2,1,0,1,0,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,3,0.1,4,6,3,5,10,87.5,4,False
4626,1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,5,22.2,3.0,199.82,0.02,18,0.33,11.1,66.61,1.0,0,0,4,0.17,7,11,7,6,6,66.67,3,False
4627,9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,80,0.05,409.45,380.39,1.0,4,8,18,0.22,31,49,12,15,23,76.19,21,False
4628,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,50.0,2,False
4629,3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,16,0.14,22.31,57.36,0.5,1,2,7,2.0,7,9,4,8,1,0.0,0,False
4630,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
4631,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
4632,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4633,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False
4634,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
4635,9,3,9,0,12,5,0.5,4,3.0,4,0.8,15,5,1,1,2,20.69,12.57,3269.39,0.09,53,0.08,181.63,260.07,1.0,4,6,12,0.38,22,31,14,16,13,90.0,10,False
4636,3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,0.5,1,2,6,1.0,4,8,3,8,2,0.0,0,False
4637,3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,7,0.2,8,13,6,7,10,75.0,8,False
4638,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,0.25,1,6,1,6,4,66.67,3,False
4639,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4640,13,2,16,0,24,7,0.35,12,2.0,7,1.0,26,7,1,4,6,14.12,29.25,12076.68,0.14,94,0.03,670.93,412.88,1.0,6,12,21,0.26,36,58,8,13,27,80.0,20,False
4641,1,0,1,2,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.17,2,4,2,4,6,75.0,2,False
4642,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4643,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4644,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,3,0.25,4,5,4,4,4,50.0,2,False
4645,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4646,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4647,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,3,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1.0,0,0,3,0.25,4,8,4,7,4,66.67,3,False
4648,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4649,3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,2,6.75,6.67,299.82,0.01,13,0.15,16.66,44.97,0.5,1,2,6,0.4,5,8,3,8,5,50.0,2,False
4650,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4651,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1.0,0,0,3,0.33,5,4,4,1,3,0.0,1,False
4652,3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,29,0.09,76.26,123.19,0.5,1,2,7,0.17,13,16,7,12,12,70.0,9,False
4653,5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,51,0.06,238.98,239.72,0.33,2,4,15,0.2,19,32,9,17,15,76.92,12,False
4654,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
4655,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4656,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,20.0,0.5,5.0,0.0,5,2.0,0.28,10.0,1.0,0,0,3,0.33,3,2,3,1,3,0.0,1,False
4657,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,50.0,2,False
4658,3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,0.5,1,2,6,1.0,4,8,3,8,2,0.0,0,False
4659,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,0.25,0,5,0,5,4,50.0,2,False
4660,7,12,17,8,12,4,0.21,6,2.0,4,1.0,24,1,0,2,4,51.96,5.57,1612.97,0.1,59,0.18,89.61,289.51,0.25,3,6,22,0.14,26,33,21,9,29,92.59,19,False
4661,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4662,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4663,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4664,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.33,0,0,0,0,3,0.0,1,False
4665,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4666,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4667,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
4668,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4669,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,5,18.99,5.14,502.31,0.03,25,0.19,27.91,97.67,1.0,0,0,3,0.11,9,16,7,8,9,66.67,3,False
4670,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1.0,0,0,3,0.25,2,7,2,7,4,50.0,2,False
4671,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4672,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1.0,0,0,3,0.2,2,8,2,7,5,66.67,3,False
4673,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,1.0,2,5,2,5,1,0.0,0,False
4674,5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,24,0.18,30.66,98.1,1.0,2,3,9,0.38,10,14,8,9,8,80.0,5,False
4675,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,1,0,1,0,1,0.0,0,False
4676,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.5,1,3,1,3,2,0.0,0,False
4677,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.25,1,5,1,5,4,50.0,2,False
4678,3,1,1,0,4,2,1.0,2,2.0,1,0.5,7,1,0,1,3,6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,7,0.5,5,6,3,6,4,50.0,2,False
4679,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4680,3,0,2,0,6,2,0.67,2,3.0,1,0.5,5,1,0,1,1,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,0.5,2,3,5,0.4,5,13,3,8,5,66.67,3,False
4681,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,3,0.25,2,6,2,6,4,50.0,2,False
4682,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
4683,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4684,1,2,1,2,0,1,0.5,0,0.0,1,1.0,3,1,0,1,3,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,1.0,0,0,4,0.17,9,13,6,8,6,75.0,2,False
4685,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4686,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False
4687,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,0.25,1,4,1,4,4,50.0,2,False
4688,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80.0,5,False
4689,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.2,2,6,2,6,5,50.0,2,False
4690,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
4691,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,6.23,8.0,398.63,0.02,15,0.13,22.15,49.83,1.0,0,0,2,0.25,4,11,2,8,4,50.0,2,False
4692,1,1,3,6,0,1,0.25,0,0.0,1,1.0,2,1,0,1,1,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,1.0,0,0,3,0.08,3,7,3,6,12,90.0,4,False
4693,3,2,11,0,4,2,0.15,2,2.0,1,0.5,8,1,0,2,2,24.99,9.23,2129.55,0.08,51,0.11,118.31,230.7,0.5,1,2,8,0.13,24,27,13,10,15,84.62,13,False
4694,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1.0,0,0,3,0.14,5,7,5,5,7,66.67,3,False
4695,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
4696,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,1.0,0,0,3,0.25,4,5,4,5,4,50.0,2,False
4697,1,0,0,5,0,1,1.0,0,0.0,1,1.0,1,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.13,0,1,0,1,8,83.33,1,False
4698,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,1,0,1,0,1,0.0,0,False
4699,3,0,3,1,4,2,0.5,2,2.0,1,0.5,6,1,0,1,4,12.05,5.83,410.13,0.02,19,0.17,22.79,70.31,0.5,1,2,6,0.29,10,9,6,7,7,80.0,4,False
4700,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
4701,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4702,3,12,9,4,4,2,0.17,2,2.0,2,1.0,20,1,0,3,2,33.8,9.0,2738.04,0.1,62,0.11,152.11,304.23,0.5,1,2,20,0.12,27,35,18,12,17,81.25,12,False
4703,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
4704,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False
4705,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
4706,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80.0,5,False
4707,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4708,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
4709,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,4,0.25,4,7,4,6,4,50.0,2,False
4710,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,4,0.25,4,6,4,5,4,50.0,2,False
4711,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
4712,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
4713,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.25,1,5,1,5,4,50.0,2,False
4714,1,0,0,1,0,1,1.0,0,0.0,1,1.0,1,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.25,0,1,0,1,4,50.0,1,False
4715,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,0,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,1.0,0,0,3,0.17,4,7,3,6,6,75.0,4,False
4716,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,2,1.0,3,8,3,7,1,0.0,0,False
4717,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4718,1,0,1,4,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.13,2,4,2,4,8,83.33,2,False
4719,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,1.0,0,0,3,0.25,4,8,3,6,4,50.0,2,False
4720,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4721,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4722,1,0,2,2,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,8.4,4.0,134.42,0.01,13,0.25,7.47,33.6,1.0,0,0,2,0.14,4,9,2,4,7,80.0,3,False
4723,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
4724,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4725,12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,63,0.09,198.33,315.0,0.63,3,6,22,0.33,20,43,15,17,24,90.91,20,False
4726,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,9.51,4.0,152.21,0.01,11,0.25,8.46,38.05,1.0,0,0,3,0.25,3,8,3,8,4,50.0,2,False
4727,1,1,3,4,0,1,0.25,0,0.0,1,1.0,2,1,0,1,0,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,3,0.1,4,6,3,5,10,87.5,4,False
4728,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4729,5,1,7,0,8,3,0.33,4,2.0,1,0.33,12,1,0,2,2,12.87,8.75,985.14,0.04,27,0.11,54.73,112.59,0.33,2,4,11,0.27,14,13,8,10,11,77.78,9,False
4730,7,4,32,16,12,4,0.12,6,2.0,3,0.75,23,1,0,2,0,68.15,17.14,20027.63,0.39,207,0.06,1112.65,1168.28,0.25,3,6,21,0.08,80,127,35,15,52,96.0,34,False
4731,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,27.47,1.5,61.81,0.01,13,0.67,3.43,41.21,1.0,0,0,2,0.17,6,7,6,3,6,75.0,4,False
4732,5,3,9,0,8,3,0.27,4,2.0,3,1.0,12,1,0,2,1,15.51,9.75,1474.86,0.05,35,0.1,81.94,151.27,0.33,2,4,11,0.23,13,22,8,12,13,81.82,11,False
4733,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,11,33.98,3.5,416.3,0.04,28,0.29,23.13,118.94,1.0,0,0,3,0.17,12,16,12,7,6,75.0,4,False
