id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
1086,0,1,3,0,0,0,1,0.25,0,0.0,1,1.0,4,1,0.0,4,1,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,1.0,0,0,5,0.17,5,9,5,5,6,0.0,4,False
1087,1,5,2,0,0,0,3,0.5,0,0.0,2,0.67,11,1,0.0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,0,0,10,0.23,9,25,6,10,13,0.0,6,False
1088,24,13,7,2,25,22,7,0.21,10,2.0,6,0.86,31,3,0.0,32,0,25.63,31.35,25188.32,0.27,149,0.03,1399.35,803.46,0.43,6,11,26,0.08,57,92,20,22,92,45.76,34,False
1089,2,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,17.94,6.75,817.52,0.04,31,0.15,45.42,121.11,1.0,0,0,3,0.09,9,22,6,9,11,0.0,7,False
1090,41,1,0,9,10,0,1,0.01,0,0.0,1,1.0,1,1,0.0,96,0,372.88,16.94,107059.51,2.11,918,0.06,5947.75,6318.27,1.0,0,0,2,0.01,366,552,108,10,158,16.52,105,False
1091,1,3,0,0,0,4,2,0.11,2,2.0,1,0.5,7,1,0.0,19,3,14.66,45.5,30339.54,0.22,186,0.02,1685.53,666.8,0.5,1,2,7,0.09,65,121,5,7,22,0.0,19,False
1092,9,7,1,0,0,10,4,0.21,4,2.0,2,0.5,13,1,0.0,19,1,11.75,19.5,4466.71,0.08,53,0.05,248.15,229.06,0.25,3,5,11,0.13,13,40,5,15,30,0.0,19,False
1093,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1094,12,3,4,1,5,4,2,0.06,2,2.0,1,0.5,9,1,0.0,31,0,61.82,14.2,12472.53,0.29,165,0.07,692.92,878.12,0.5,1,2,9,0.04,59,106,27,13,51,16.21,32,False
1095,1,3,0,0,0,4,2,0.5,2,2.0,1,0.5,5,1,0.0,4,1,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,0.5,1,2,5,0.29,4,7,4,6,7,0.0,4,False
1096,3,7,2,0,0,12,4,0.5,6,2.0,3,0.75,16,1,0.0,8,0,17.72,10.83,2080.0,0.06,48,0.09,115.56,192.0,0.25,3,6,14,0.24,13,35,6,10,17,0.0,8,False
1097,7,5,0,0,4,8,3,0.13,4,2.0,1,0.33,13,1,0.0,23,0,28.18,21.82,13416.53,0.2,140,0.05,745.36,614.92,0.33,2,4,12,0.08,48,92,11,10,36,14.81,23,False
1098,0,3,0,0,0,0,2,1.0,0,0.0,1,0.5,6,1,0.0,0,0,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,0.5,0,0,6,2.0,4,8,3,6,1,0.0,0,False
1099,1,3,1,0,0,4,2,0.5,2,2.0,1,0.5,6,1,0.0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0.5,1,2,6,0.18,5,14,5,9,11,0.0,4,False
1100,2,5,3,0,0,0,3,0.27,0,0.0,3,1.0,10,1,0.0,11,3,18.35,8.33,1274.38,0.05,36,0.12,70.8,152.93,0.33,0,0,9,0.21,15,21,9,10,14,0.0,11,False
1101,7,3,0,1,0,4,2,0.25,2,2.0,1,0.5,5,1,0.0,7,1,11.47,8.75,877.83,0.03,29,0.11,48.77,100.32,0.5,1,2,5,0.12,10,19,4,7,17,12.5,8,False
1102,0,31,5,0,0,0,16,0.33,0,0.0,15,0.94,76,1,0.0,48,0,32.38,34.36,38239.73,0.37,246,0.03,2124.43,1112.8,0.06,0,0,62,0.3,63,183,11,12,54,0.0,48,False
1103,1,1,0,0,0,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,1,20.35,8.44,1448.49,0.06,42,0.12,80.47,171.67,1.0,0,0,2,0.08,15,27,8,9,12,0.0,10,False
1104,4,3,0,0,0,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,0,11.53,10.5,1271.69,0.04,31,0.1,70.65,121.11,0.5,1,2,7,0.17,14,17,6,9,12,0.0,6,False
1105,7,5,0,0,2,0,4,0.21,0,0.0,1,0.25,10,1,0.0,19,2,22.54,9.78,2155.2,0.07,51,0.1,119.73,220.42,0.25,0,0,8,0.13,16,35,9,11,30,9.52,19,False
1106,0,3,0,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0.0,5,1,6.0,6.0,216.0,0.01,12,0.17,12.0,36.0,0.5,1,2,6,0.29,4,8,2,6,7,0.0,5,False
1107,1,3,4,0,0,0,2,0.2,0,0.0,2,1.0,10,1,0.0,10,2,20.81,9.0,1685.67,0.06,42,0.11,93.65,187.3,0.5,0,0,10,0.17,18,24,11,11,12,0.0,10,False
1108,2,1,1,0,1,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,0,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.11,3,6,2,5,9,20.0,4,False
1109,22,15,9,4,11,26,8,0.22,12,2.0,5,0.63,35,1,0.0,32,0,43.42,14.61,9265.54,0.21,120,0.07,514.75,634.25,0.13,7,13,29,0.11,42,78,23,16,71,31.91,36,True
1110,0,13,2,0,0,0,7,1.0,0,0.0,5,0.71,24,6,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.86,0,0,19,0.44,0,0,0,0,16,0.0,0,False
1111,22,19,0,9,39,34,10,0.14,16,2.0,1,0.1,39,5,0.0,63,2,26.57,33.75,30263.95,0.3,181,0.03,1681.33,896.71,0.5,9,17,31,0.07,72,109,16,15,136,43.24,72,False
1112,4,11,1,0,0,20,6,0.17,10,2.0,2,0.33,21,1,0.0,36,2,24.08,19.59,9246.17,0.16,92,0.05,513.67,471.89,0.17,5,10,17,0.14,33,59,16,19,43,0.0,36,False
1113,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
1114,34,5,5,4,19,8,3,0.05,4,2.0,3,1.0,16,1,0.0,58,0,46.28,83.31,321184.78,1.29,702,0.01,17843.6,3855.28,0.33,2,4,15,0.03,302,400,29,16,117,28.4,62,False
1115,1,1,1,0,0,0,1,0.2,0,0.0,1,1.0,3,1,0.0,5,0,9.88,7.0,484.32,0.02,20,0.14,26.91,69.19,1.0,0,0,4,0.13,8,12,4,7,8,0.0,5,False
1116,8,1,0,0,6,0,1,0.07,0,0.0,1,1.0,1,1,0.0,15,0,6.55,28.0,5138.91,0.06,71,0.04,285.49,183.53,1.0,0,0,2,0.03,28,43,2,4,30,28.57,15,False
1117,5,7,2,1,4,12,4,0.36,6,2.0,2,0.5,15,1,0.0,10,1,19.92,15.0,4481.73,0.1,67,0.07,248.98,298.78,0.25,3,6,13,0.18,25,42,10,12,22,33.33,11,False
1118,2,3,1,0,1,0,2,0.29,0,0.0,2,1.0,5,1,0.0,7,3,17.79,5.63,562.94,0.03,24,0.18,31.27,100.08,0.5,0,0,5,0.18,9,15,8,10,11,12.5,7,False
1119,25,16,8,13,9,16,11,0.17,8,2.0,9,0.82,33,1,0.0,53,0,34.84,35.0,42678.84,0.41,197,0.03,2371.05,1219.4,0.09,4,8,24,0.11,76,121,38,35,102,29.33,66,True
1120,39,9,2,5,21,16,5,0.22,8,2.0,2,0.4,19,1,0.0,18,0,27.16,17.0,7847.8,0.15,90,0.06,435.99,461.64,0.2,4,8,16,0.06,36,54,18,17,84,59.09,23,False
1121,0,5,1,0,0,8,3,0.18,4,2.0,1,0.33,9,1,0.0,17,3,17.05,11.25,2157.94,0.06,46,0.09,119.89,191.82,0.33,2,4,8,0.14,18,28,8,10,21,0.0,17,True
1122,29,15,4,4,13,14,9,0.23,6,2.0,6,0.67,31,5,0.0,35,2,27.83,25.26,17758.95,0.23,133,0.04,986.61,702.96,0.56,4,7,24,0.1,48,85,19,20,89,32.68,39,False
1123,30,7,1,4,19,12,4,0.22,6,2.0,2,0.5,15,1,0.0,14,0,18.36,15.27,4283.4,0.09,62,0.07,237.97,280.46,0.25,3,6,13,0.05,28,34,11,12,75,62.16,18,False
1124,2,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,3,0.13,3,6,3,5,8,25.0,3,False
1125,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1126,1,1,0,0,3,0,1,0.08,0,0.0,1,1.0,1,1,0.0,12,0,5.92,27.5,4477.73,0.05,58,0.04,248.76,162.83,1.0,0,0,2,0.06,22,36,2,5,18,20.0,12,False
1127,1,7,1,0,0,0,4,0.44,0,0.0,3,0.75,16,1,0.0,9,0,8.42,24.0,4849.12,0.07,46,0.04,269.4,202.05,0.25,0,0,14,0.33,15,31,5,16,12,0.0,9,False
1128,9,13,3,3,1,24,7,0.23,12,2.0,4,0.57,30,4,0.0,27,0,32.56,15.0,7325.95,0.16,96,0.07,407.0,488.4,0.57,6,12,25,0.17,38,58,19,15,42,12.9,30,False
1129,2,3,1,0,0,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,6,0.18,9,12,5,8,11,0.0,7,False
1130,1,9,2,0,0,0,5,0.42,0,0.0,4,0.8,21,1,0.0,12,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248.0,0.2,0,0,18,0.33,17,45,6,10,15,0.0,12,False
1131,3,3,0,0,0,4,2,0.25,2,2.0,1,0.5,6,1,0.0,8,2,9.64,9.6,888.11,0.03,25,0.1,49.34,92.51,0.5,1,2,6,0.14,12,13,5,8,14,0.0,8,False
1132,4,1,0,0,7,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,11.0,3.0,99.0,0.01,11,0.33,5.5,33.0,1.0,0,0,2,0.06,2,9,2,6,16,70.0,3,False
1133,9,25,8,0,3,0,13,0.22,0,0.0,13,1.0,84,1,0.0,60,0,68.34,30.72,64501.75,0.7,372,0.03,3583.43,2099.51,0.08,0,0,73,0.18,158,214,36,14,74,4.76,60,False
1134,1,5,2,0,0,0,3,0.5,0,0.0,2,0.67,11,1,0.0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,0,0,10,0.23,9,25,6,10,13,0.0,6,False
1135,0,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
1136,1,5,5,0,1,0,3,0.27,0,0.0,3,1.0,14,3,1.0,11,0,27.63,5.32,781.48,0.05,34,0.19,43.42,146.95,1.0,0,0,13,0.2,13,21,11,9,15,8.33,11,False
1137,1,5,2,0,0,0,3,0.5,0,0.0,2,0.67,11,1,0.0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,0,0,10,0.23,9,25,6,10,13,0.0,6,False
1138,6,3,1,1,4,4,2,0.15,2,2.0,2,1.0,5,1,0.0,12,0,18.1,9.63,1676.34,0.06,41,0.1,93.13,174.17,0.5,1,2,5,0.08,14,27,8,11,25,29.41,13,True
1139,6,5,2,0,0,8,3,0.33,4,2.0,3,1.0,10,1,0.0,9,1,24.93,11.5,3297.36,0.1,61,0.09,183.19,286.73,0.33,2,4,9,0.18,23,38,13,13,17,0.0,9,False
1140,12,1,7,0,21,0,1,0.07,0,0.0,1,1.0,11,1,0.0,14,0,55.91,4.95,1371.34,0.09,57,0.2,76.19,276.9,1.0,0,0,12,0.02,26,31,21,8,49,60.0,14,False
1141,0,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,0.0,2,False
1142,4,1,0,0,0,0,1,0.09,0,0.0,1,1.0,1,1,0.0,11,3,20.15,15.43,4795.77,0.1,84,0.06,266.43,310.84,1.0,0,0,2,0.05,36,48,7,6,20,0.0,11,False
1143,0,1,1,0,0,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,1,12.55,4.0,200.76,0.02,14,0.25,11.15,50.19,1.0,0,0,3,0.2,4,10,4,8,5,0.0,4,False
1144,15,15,3,0,0,20,9,0.3,10,2.0,6,0.67,32,1,0.0,30,0,18.12,36.75,24470.36,0.22,132,0.03,1359.46,665.86,0.11,5,10,25,0.15,42,90,12,21,60,0.0,30,False
1145,0,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.2,1,3,1,3,5,50.0,2,False
1146,1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,2,0.2,3,4,3,4,5,0.0,2,False
1147,1,11,1,0,0,0,6,0.26,0,0.0,2,0.33,25,5,0.0,23,4,20.3,22.0,9823.92,0.15,95,0.05,545.77,446.54,0.83,0,0,21,0.24,44,51,13,13,25,0.0,23,False
1148,1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.2,2,3,2,3,5,0.0,2,False
1149,5,1,0,0,15,0,1,0.2,0,0.0,1,1.0,1,1,0.0,5,2,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.04,1,4,1,4,26,75.0,5,False
1150,2,1,1,0,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.17,2,3,2,3,6,0.0,2,False
1151,7,1,1,0,19,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,3,0.03,2,5,2,4,30,86.36,3,False
1152,1,19,10,0,0,0,13,0.3,0,0.0,9,0.69,51,3,0.0,43,1,49.68,20.72,21334.26,0.34,175,0.05,1185.24,1029.46,0.23,0,0,40,0.29,75,100,38,21,45,0.0,43,False
1153,2,9,2,0,0,0,5,0.5,0,0.0,4,0.8,21,1,0.0,10,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248.0,0.2,0,0,18,0.28,17,45,6,10,18,0.0,10,False
1154,14,5,4,4,19,6,3,0.18,2,3.0,2,0.67,12,3,1.0,13,3,24.09,16.5,6558.06,0.13,81,0.06,364.34,397.46,1.0,2,3,11,0.06,33,48,15,15,51,63.89,17,False
1155,13,26,4,1,1,0,14,0.3,0,0.0,11,0.79,59,7,0.0,45,2,31.37,40.5,51461.36,0.42,216,0.02,2858.96,1270.65,0.5,0,0,47,0.23,96,120,32,27,61,4.26,46,False
1156,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1157,1,5,2,0,1,0,3,0.25,0,0.0,3,1.0,10,3,1.0,12,2,18.7,10.4,2022.94,0.06,43,0.1,112.39,194.51,1.0,0,0,9,0.2,16,27,10,13,15,7.69,12,False
1158,11,13,4,1,3,18,7,0.32,6,3.0,4,0.57,23,1,0.0,21,0,48.64,9.91,4779.6,0.16,94,0.1,265.53,482.15,0.14,6,9,18,0.18,38,56,23,12,38,16.0,22,True
1159,3,1,0,0,0,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,0,14.0,3.0,126.0,0.01,14,0.33,7.0,42.0,1.0,0,0,2,0.11,6,8,4,4,9,0.0,4,False
1160,12,25,5,0,0,48,1,0.04,24,2.0,1,1.0,62,1,0.0,28,0,25.46,32.5,26888.89,0.28,174,0.03,1493.83,827.35,1.0,12,24,51,0.02,52,122,12,15,46,0.0,28,False
1161,0,5,2,0,0,0,3,1.0,0,0.0,3,1.0,10,3,1.0,3,0,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,1.0,0,0,9,0.6,6,17,4,9,5,0.0,3,False
1162,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,1,8.51,8.0,544.91,0.02,19,0.13,30.27,68.11,1.0,0,0,3,0.14,8,11,4,8,7,0.0,5,False
1163,20,11,3,24,10,10,7,0.13,4,2.0,5,0.71,24,4,0.0,31,0,66.27,30.44,61416.25,0.67,335,0.03,3412.01,2017.49,0.57,3,5,19,0.08,119,216,43,22,87,52.31,55,True
1164,1,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1.0,0,0,3,0.13,5,8,5,7,8,0.0,5,False
1165,16,3,2,3,25,4,2,0.11,2,2.0,2,1.0,7,1,0.0,16,2,18.96,13.64,3525.33,0.09,55,0.07,195.85,258.51,0.5,1,2,7,0.03,20,35,11,15,61,63.64,19,False
1166,13,18,7,18,7,26,10,0.16,12,2.0,8,0.8,43,1,0.0,44,0,41.18,29.46,35752.82,0.4,215,0.03,1986.27,1213.43,0.1,7,13,35,0.12,75,140,28,22,84,36.23,62,True
1167,11,1,1,0,4,0,1,0.06,0,0.0,1,1.0,2,1,0.0,17,0,21.63,16.0,5537.66,0.12,83,0.06,307.65,346.1,1.0,0,0,3,0.03,40,43,10,8,34,19.05,17,False
1168,0,7,3,0,0,0,4,1.0,0,0.0,3,0.75,16,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.25,0,0,14,0.09,0,0,0,0,44,0.0,0,False
1169,11,11,12,1,0,0,6,0.23,0,0.0,6,1.0,37,5,0.0,25,0,46.25,14.27,9416.54,0.22,124,0.07,523.14,659.92,0.83,0,0,33,0.15,53,71,26,14,39,3.85,26,False
1170,19,15,1,6,11,22,8,0.12,8,2.0,5,0.63,31,8,1.0,60,1,41.36,32.0,42352.03,0.44,256,0.03,2352.89,1323.5,1.0,7,11,25,0.08,80,176,20,16,98,22.08,66,True
1171,1,19,3,0,0,0,10,0.48,0,0.0,9,0.9,46,1,0.0,21,0,24.5,26.0,16559.04,0.21,145,0.04,919.95,636.89,0.1,0,0,38,0.36,39,106,9,12,28,0.0,21,False
1172,33,33,6,6,23,58,17,0.24,26,2.0,9,0.53,76,5,0.0,64,0,38.51,58.76,132943.06,0.75,395,0.02,7385.73,2262.53,0.29,16,29,61,0.13,142,253,29,24,128,31.18,70,False
1173,9,3,3,0,1,4,2,0.12,2,2.0,2,1.0,8,1,0.0,17,0,52.81,9.13,4402.26,0.16,94,0.11,244.57,482.15,0.5,1,2,8,0.03,35,59,23,12,67,5.56,17,False
1174,4,8,0,7,0,0,7,0.41,0,0.0,1,0.14,15,1,0.0,10,3,11.6,31.21,11297.51,0.12,77,0.03,627.64,361.93,0.14,0,0,10,0.3,23,54,7,19,23,41.18,17,False
1175,21,13,8,7,11,22,7,0.21,10,2.0,5,0.71,30,1,0.0,26,0,34.86,26.4,24294.51,0.31,178,0.04,1349.7,920.25,0.14,6,11,25,0.1,66,112,20,16,67,40.91,33,True
1176,5,1,1,0,0,0,1,0.09,0,0.0,1,1.0,2,1,0.0,11,1,23.74,8.44,1689.91,0.07,49,0.12,93.88,200.29,1.0,0,0,3,0.06,15,34,8,9,18,0.0,11,False
1177,27,15,4,10,13,28,8,0.12,14,2.0,6,0.75,39,1,0.0,56,5,34.93,44.48,69108.13,0.52,290,0.02,3839.34,1553.69,0.13,7,14,33,0.07,139,151,25,16,112,29.11,66,True
1178,11,5,2,4,22,0,3,0.11,0,0.0,2,0.67,18,1,0.0,24,0,22.15,19.96,8828.3,0.15,93,0.05,490.46,442.2,0.33,0,0,17,0.05,43,50,14,13,63,52.0,28,False
1179,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.17,0,0,0,0,6,0.0,0,False
1180,1,5,0,0,1,8,3,0.3,4,2.0,1,0.33,12,1,0.0,10,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,0.33,2,4,11,0.18,22,20,10,8,17,9.09,10,False
1181,21,16,4,1,0,0,15,0.17,0,0.0,15,1.0,55,1,0.0,89,0,47.97,41.21,81451.08,0.66,336,0.02,4525.06,1976.57,0.07,0,0,42,0.13,129,207,36,23,113,1.11,90,False
1182,4,3,1,1,0,4,2,0.17,2,2.0,1,0.5,6,1,0.0,11,1,21.93,8.25,1492.78,0.06,40,0.12,82.93,180.94,0.5,1,2,6,0.11,18,22,12,11,18,8.33,12,False
1183,4,1,2,1,9,0,1,0.13,0,0.0,1,1.0,3,1,0.0,7,0,20.94,4.0,335.05,0.03,22,0.25,18.61,83.76,1.0,0,0,4,0.04,8,14,7,7,23,58.82,8,False
1184,6,13,2,6,3,18,7,0.18,6,3.0,1,0.14,28,7,1.0,33,5,32.46,54.95,97999.22,0.59,360,0.02,5444.4,1783.51,1.0,6,9,23,0.13,174,186,19,12,52,21.43,39,False
1185,14,25,6,11,16,36,14,0.19,16,2.0,7,0.5,48,5,0.0,62,0,42.12,28.24,33576.57,0.4,203,0.04,1865.36,1189.17,0.36,10,18,36,0.13,80,123,34,24,105,30.34,73,False
1186,0,5,0,0,0,0,3,0.6,0,0.0,1,0.33,7,3,1.0,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1.0,0,0,6,0.5,6,11,5,8,6,0.0,5,False
1187,13,15,3,1,5,24,8,0.21,10,2.0,6,0.75,34,5,0.0,37,0,34.13,32.11,35212.66,0.37,206,0.03,1956.26,1096.32,0.63,7,12,28,0.14,71,135,21,19,58,13.95,38,False
1188,1,5,2,0,0,0,3,0.3,0,0.0,2,0.67,10,3,1.0,10,2,14.55,10.11,1487.96,0.05,33,0.1,82.66,147.16,1.0,0,0,9,0.25,14,19,9,13,12,0.0,10,False
1189,0,19,1,0,0,0,5,1.0,0,0.0,2,0.4,38,4,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8,0,0,30,0.04,0,0,0,0,135,0.0,0,False
1190,0,3,0,0,0,4,2,1.0,2,2.0,1,0.5,6,1,0.0,2,2,5.0,6.0,180.0,0.01,10,0.17,10.0,30.0,0.5,1,2,6,0.5,4,6,2,6,4,0.0,2,False
1191,4,5,1,0,4,0,3,0.27,0,0.0,1,0.33,9,3,1.0,11,0,16.48,8.25,1121.45,0.05,32,0.12,62.3,135.93,1.0,0,0,8,0.14,12,20,8,11,21,26.67,11,False
1192,40,33,1,8,23,52,17,0.31,20,2.0,11,0.65,49,17,1.0,46,2,29.38,28.9,24540.17,0.28,163,0.03,1363.34,849.14,1.0,16,26,34,0.14,68,95,20,17,118,40.26,54,False
1193,1,3,1,0,0,4,2,0.5,2,2.0,1,0.5,6,1,0.0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0.5,1,2,6,0.18,5,14,5,9,11,0.0,4,False
1194,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1195,1,9,1,0,0,0,5,0.5,0,0.0,4,0.8,21,1,0.0,10,0,14.25,17.0,4117.85,0.08,62,0.06,228.77,242.23,0.2,0,0,18,0.29,17,45,5,10,17,0.0,10,False
1196,3,3,1,0,0,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,3,16.65,9.33,1450.57,0.05,42,0.11,80.59,155.42,0.5,1,2,6,0.17,16,26,6,7,12,0.0,7,False
1197,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1198,0,17,0,0,0,0,9,1.0,0,0.0,1,0.11,31,9,1.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,24,0.47,0,0,0,0,19,0.0,0,False
1199,3,5,1,2,1,6,3,0.33,2,3.0,2,0.67,8,3,1.0,7,0,22.4,7.33,1204.38,0.05,38,0.14,66.91,164.23,1.0,2,3,7,0.2,12,26,9,11,15,30.0,9,True
1200,3,3,0,3,1,4,2,0.17,2,2.0,1,0.5,6,1,0.0,9,0,13.83,7.0,677.56,0.03,27,0.14,37.64,96.79,0.5,1,2,6,0.11,10,17,5,7,19,30.77,12,True
1201,4,5,1,0,0,0,3,0.5,0,0.0,2,0.67,10,1,0.0,6,0,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,0,0,9,0.25,13,16,6,9,12,0.0,6,False
1202,2,13,3,0,1,0,7,0.39,0,0.0,4,0.57,30,7,1.0,18,5,31.61,18.67,11013.33,0.2,118,0.05,611.85,590.0,1.0,0,0,25,0.32,48,70,18,14,22,5.26,18,False
1203,22,5,2,0,6,0,4,0.12,0,0.0,4,1.0,16,1,0.0,33,1,31.97,26.1,21778.37,0.28,159,0.04,1209.91,834.42,0.25,0,0,14,0.06,58,101,20,18,63,15.38,33,False
1204,0,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.2,1,3,1,3,5,50.0,2,False
1205,14,11,1,2,11,20,6,0.24,10,2.0,2,0.33,22,1,0.0,23,0,18.05,41.17,30592.16,0.25,150,0.02,1699.56,743.13,0.17,5,10,18,0.12,52,98,12,19,52,36.11,25,False
1206,0,1,1,0,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.25,1,3,1,3,4,0.0,2,False
1207,3,15,4,0,0,0,8,0.47,0,0.0,5,0.63,31,3,0.0,17,2,20.6,30.38,19007.4,0.21,123,0.03,1055.97,625.76,0.38,0,0,25,0.36,54,69,16,18,22,0.0,17,False
1208,0,1,1,0,0,0,1,0.17,0,0.0,1,1.0,2,1,0.0,6,1,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,1.0,0,0,3,0.13,6,9,6,7,8,0.0,6,False
1209,20,1,4,6,2,0,1,0.1,0,0.0,1,1.0,5,1,0.0,4,1,32.9,2.78,253.82,0.03,24,0.36,14.1,91.38,1.0,0,0,6,0.02,10,14,9,5,63,66.67,10,False
