loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,id
510.94874273449045,88.15377179652856,16.46143622022677,77.53844294913213,1610.2790150249161,12861.387352769085,0.01,124.04789279360986,123.60861007152214,1465429.2267394161,4.289989125242302,81412.73621486442,453,21,52,13,64.7435928418113,185.81963292558794,1005.1265723654396,605.1524426594766,140.0767650676232,True,19594
14.727709518407238,2.2722904815927625,1.0,2.2722904815927625,44.08916192637105,207.46336401196817,0.15272290481592762,6.750192188099184,30.76925802042064,1400.1188886995874,0.07,77.78231175580018,11,0,1,1,10.727709518407238,15.455419036814476,24.633742889556572,19.455419036814476,3.544580963185525,True,19595
14.441302873857675,1.2206514369288377,1.0,1.073550478976279,39.29420191590512,164.33710661703944,0.09073550478976279,10.91026841564894,15.09111852606966,1790.9763300215004,0.0507355047897628,99.49547425199276,9,0,2,0,11.0,7.147100957952558,25.14710095795256,14.147100957952558,1.4413028738576752,True,19596
65.77725167562082,5.554503351241623,4.777251675620811,2.554503351241623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,10.109006702483246,True,19597
20.50861168927824,3.5028705630927464,1.0,1.7543058446391195,32.00574112618549,130.8209668532832,0.14502870563092748,6.908679540977336,19.06003522811846,901.3285855993281,0.04251435281546373,50.07130871631651,15,1,2,0,9.497129436907255,7.502870563092746,21.0,11.005741126185493,5.2571764077318655,True,19598
178.29358424615856,21.934118463660113,15.496994189920098,12.059869916180087,450.6287572625999,2851.124069654028,0.02,41.08413077793101,69.40826648157038,117126.46390374789,0.9512575145251997,6507.026327985994,104,18,51,2,24.43712427374001,55.87424854748002,262.75450871511987,187.87424854748002,42.868236927320226,True,19599
72.75811986443243,7.410567248078625,4.526418120196562,6.410567248078625,150.76829825576414,791.5929803157767,0.05,19.920426578490613,39.74544830619126,15767.51102922045,0.26294716375960686,875.9730924030741,54,6,7,2,14.705283624039312,23.410567248078625,87.3577310076855,63.41056724807863,13.115850872117937,True,19600
7.730056488865615,2.730056488865615,2.2975423666492114,1.4325141222164037,27.972401144485175,104.5860613308658,0.1470245763335079,6.819016946659684,15.546631648472607,708.7297304672178,0.035674858777835966,39.375765534438045,5,0,0,0,8.29754236664921,5.4325141222164035,18.972401144485175,9.0,4.46011297773123,True,19601
43.6057019999789,4.098574500005276,2.901425499994725,3.098574500005275,115.29572350001582,619.8962358849881,0.06,16.11901425499995,38.449649677499444,9994.874159604758,0.21,555.2696207699865,28,2,10,0,17.75356374998681,23.852138249992088,71.8521382499921,43.44358525002374,7.19714900001055,True,19602
54.01102083638583,6.5977958327228325,2.608816669108668,3.793387498168499,159.19559166544568,854.5286018884615,0.03,29.220082374468866,29.259614834334553,24964.09412626745,0.2840220416727717,1386.896774996337,43,2,6,0,19.60881666910867,21.804408334554335,93.81542917094016,65.3801624945055,12.195591665445665,True,19603
38.67288256439856,3.955393076963441,1.0,3.955393076963441,87.95539307696345,422.7692737643566,0.07,13.437434487172759,31.453273633366564,5682.134807252002,0.13985131025654482,315.6758391461938,33,0,2,0,13.0,14.98513102565448,56.970262051308964,30.985131025654482,6.910786153926882,True,19604
71.41259444344365,8.647122649495666,5.705754701008668,6.352877350504334,188.175896154539,1084.7393075642117,0.05,19.95771982042506,54.44196551756131,21630.720646247115,0.3570575470100867,1201.7057217516208,53,2,10,2,18.647122649495667,35.705754701008665,111.76438675252167,76.41150940201733,16.29424529899133,True,19605
521.5950391357461,94.41208474141868,35.27757271181169,73.70248043212695,2297.512402160635,20024.593434269824,0.01,80.36201993470185,254.99068912293117,1591356.083278079,6.675394728938609,88408.67319753622,446,78,55,43,61.71102908472468,365.3835892327596,1378.1159899489785,919.3964122116562,157.6853831269315,True,19606
148.15631755748285,22.0,6.979762191229858,15.321703098379329,451.0167547380348,2926.000775230175,0.02924633677597703,31.583662624047882,96.44934001648555,90118.12872630822,0.9760851549189664,5006.564080592536,125,5,15,0,22.0,67.45778284709205,264.5938625958048,186.42289214223004,42.075366322402296,True,19607
37.37592527428952,5.895987545714919,1.0,4.0,62.41604981714032,275.4705372402951,0.08104012454285081,11.992867172086367,23.01134002965409,3300.8594072274504,0.0910401245428508,183.3793182346552,26,0,8,0,10.89598754571492,10.41604981714032,39.4799377285746,22.93611208856572,9.89598754571492,True,19608
78.94090682223215,9.713946641917612,7.877066631310875,7.264773294441962,208.1016533050487,1139.8102464165245,0.03,34.40581600742471,33.195105585362704,39176.99529465093,0.37775413326262175,2176.4969266657827,53,17,4,0,20.387706663131087,24.163119989393262,127.1016533050487,81.38770666313108,18.427893283835225,True,19609
23.139570970560918,4.452198387253384,3.226099193626692,2.9043967745067687,88.26099193626692,464.6335062362757,0.07,14.52424973379971,32.045443556785976,6742.069826258622,0.1522609919362669,374.5604396774507,20,4,1,5,17.321702419119923,21.321702419119923,52.487091129893614,35.773900806373305,7.904396774506768,True,19610
10.693443980793466,3.0,3.0,2.0,26.5401659711902,114.43068213844785,0.14693443980793466,6.871745229507233,16.725429040242474,784.7426871395907,0.038467219903967335,43.596860581056355,6,0,1,0,11.153278009603266,8.693443980793466,15.846721990396734,10.693443980793466,5.0,True,19611
61.66870456509924,15.319930966244836,8.405595942134006,11.159965483122418,176.5428324879446,949.4061863911389,0.05,20.537482558456908,46.25024454781191,19492.064315408636,0.3169143350241108,1082.894335024111,48,4,6,0,15.765734009644332,26.148601014466497,108.30856649758891,68.23426599035567,29.639861932489673,True,19612
21.918934831426448,1.0081065168573549,1.0,1.0,27.0,110.36,0.24,4.2,26.28,463.52,0.04,25.75,3,4,5,3,7.0,10.0,15.0,12.0,1.01621303371471,True,19613
45.57521733826524,2.0772332112245016,1.0,2.0772332112245016,112.22766788775498,588.5404737489789,0.10922766788775498,9.201521355301034,64.21019277177537,5403.565432771347,0.19845533577550997,300.20025891329084,23,6,12,0,10.077233211224502,27.806916971938744,61.49798412704074,50.729683760714245,3.1544664224490035,True,19614
312.9419833885188,76.91856333485835,50.07305428702144,51.71443814933427,701.4439139742088,4916.305546105514,0.03871723227537434,26.25325339650587,194.04492437065267,126422.91459820615,1.6430339365224604,7023.494215609659,268,23,17,0,20.411044497088223,107.92135746089842,423.16673450166326,278.2771794725455,152.8371266697167,True,19615
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,True,19616
59.24442416080064,10.866636241200958,4.188893959799841,6.055530201000797,177.5220751658046,1038.354967367146,0.038111060402001594,27.74470196020689,38.013700294258435,28567.284751865423,0.34677742281401114,1587.0752207516582,54,0,3,10,24.81110604020016,32.733272482401915,105.41101476380302,72.1110604020016,15.055530201000797,True,19617
92.7673078888652,5.887449309951496,5.008932100887481,1.8785172090640159,379.5614120803928,1825.0634894272691,0.01,82.37090631284393,22.45862451865199,149255.8341575755,0.6129924092689623,8291.992873773317,53,5,31,0,15.75703441812803,12.271103254384094,253.59848185379244,125.96293022660039,10.774898619902991,True,19618
77.7138751490304,3.0714513806094224,1.0,3.0,167.3569375745152,972.3039941475563,0.06928548619390579,14.605760816443222,66.69037602556227,14190.63676500738,0.32714194477562314,788.3688679479226,69,0,6,0,15.0,41.14258343268693,87.42870828365653,79.92822929085867,5.142902761218845,True,19619
79.73405447127122,4.0,1.0,4.0,161.93507971647546,899.6371241139858,0.06,15.469026195747132,58.16026195747132,13915.512260202819,0.3,773.0812186445222,45,15,16,0,14.967539858237723,32.06492028352455,95.64293844061496,66.29214127586049,7.0,True,19620
109.80987457184963,23.84759199892822,1.0,2.0,303.1146905739932,1754.7608694523212,0.03,36.79162199685539,48.585192286594676,63993.660544606835,0.5832076085764047,3555.2062832799033,90,0,15,0,21.956454856836636,33.29898828605879,188.80987457184963,114.30481600214355,39.994172283915226,True,19621
9.266704013507226,1.1333520067536136,1.0,1.1333520067536136,31.266704013507226,129.71975479242906,0.14400056020260843,6.982644632030736,18.714803169368913,902.9957081344411,0.041333520067536135,50.16398375412436,5,0,1,0,10.133352006753613,7.6667600337680675,20.866647993246385,10.400056020260841,1.266704013507227,True,19622
28.468005651701443,1.3989957612239174,1.0,1.3989957612239174,73.39899576122392,357.06254415759514,0.1113299858707464,9.104830692333426,39.25524399506721,3249.170767308336,0.12,180.50956096078923,20,0,6,0,11.0,18.13299858707464,43.398995761223915,30.0,1.797991522447835,True,19623
48.693362569327306,3.2236653449442927,1.0,2.0447330689888585,247.6197689135947,1467.230394878989,0.03,33.68393944487661,43.576464536100694,49410.359856957766,0.48888167327527854,2745.0188312386877,37,26,11,22,23.0,37.776334655055706,137.04473306898885,110.57503584460585,5.380231086405297,True,19624
35.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,True,19625
20.16410550314587,3.2636754585954892,1.7910263757864673,2.2636754585954892,55.63675458595489,252.10686409670552,0.06527350917190979,14.477584576126464,17.951425744104878,3597.249520353906,0.08527350917190979,199.84511983936065,14,1,2,0,13.527350917190978,9.582052751572935,35.845728210168424,19.79102637578647,5.5273509171909785,True,19626
99.60996706353517,6.845071362340482,1.3900329364648378,6.065005489410806,269.80498353176756,1594.9295558736694,0.04,26.644149505953028,59.85690142724681,42500.96305696188,0.53,2361.16431151923,73,6,17,0,20.869989021178387,39.32502744705403,169.24485178590822,100.56013174585935,10.820153703502577,True,19627
30.590856383141166,3.106637274977827,1.0,2.737758183318551,79.58215364161492,358.99148188055835,0.05368879091659276,17.551142952107355,20.811696460771987,6246.93625437819,0.11737758183318552,347.04838941899203,19,3,5,0,12.737758183318551,10.213274549955653,52.368879091659274,27.213274549955653,5.213274549955654,True,19628
142.30765143645806,17.83277503122735,8.331100124909396,11.0,351.0033498126359,2187.7194348070457,0.048327750312273494,22.020167490631795,99.36504759055931,48166.943409419495,0.7283277503122735,2675.9409326342775,109,0,30,0,17.6655500624547,57.662200249818795,207.3377997501812,143.66555006245468,34.6655500624547,True,19629
17.063117684105666,3.0,1.6526405146431853,2.6736797426784076,41.65264051464319,189.1314545611603,0.13326320257321594,7.529154186423078,25.257603833281273,1420.2464457604917,0.06326320257321592,78.9036797426784,11,0,3,0,11.673679742678408,11.631601286607964,26.69471897071363,14.957921543929556,5.0,True,19630
69.45566832515874,6.183502487738115,4.0,3.727834162579372,218.36082918710315,1218.3023722028477,0.03,30.567009286966275,39.886435754378155,37223.07617054554,0.4054433167484126,2067.9436303149955,52,4,7,1,19.0,28.816497512261886,125.72783416257937,92.63299502452377,11.36700497547623,True,19631
32.977228136044594,9.0,8.62436014067588,4.90609003516897,178.97210926145164,937.602426865426,0.03,37.83689327080107,25.016566518185112,35317.67344439426,0.3165736975381721,1962.0947218054127,26,1,3,0,19.56345978898618,18.408649472465452,109.03300961314133,69.9390996483103,17.0,True,19632
17.340624812580508,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,True,19633
48.09951690045539,14.09951690045539,13.46602253394052,1.63349436651487,150.26698873302973,755.560813364759,0.03316747183257435,29.201336548644516,26.131671508367006,21953.342527004024,0.2526698873302974,1219.627334967751,38,3,5,0,15.90048309954461,17.484219015831783,87.68325281674257,62.583735916287175,27.19903380091078,True,19634
27.997034544364457,3.0,1.5004942426059238,2.0,84.49752878697038,427.0658531729914,0.08749752878697038,11.207843498611117,38.307914296203,4773.2883922394485,0.14499505757394077,265.1829670592626,21,3,4,7,12.500494242605924,20.749752878697038,47.248270150879264,37.24925863609111,5.0,True,19635
23.63747985943618,2.8637479859436183,1.0,2.8637479859436183,67.18248791566171,318.8693062915168,0.07863747985943619,12.73698027682772,25.25368275967737,4041.847447634534,0.10727495971887237,224.54379709975882,12,6,1,0,12.0,14.909983887548945,35.95376409839467,31.228723817267035,4.727495971887237,True,19636
7.591533511057928,1.897883377764482,1.0,1.897883377764482,10.897883377764481,34.701507573311396,0.33,3.0,11.563835857770464,104.10452271993418,0.01,5.78242851199641,5,0,0,0,6.0,3.102116622235518,7.795766755528964,3.102116622235518,2.795766755528964,True,19637
23.514845594204125,8.301959579714444,4.787113985510317,1.4851544057958732,49.02969118840825,224.80113409885183,0.10757422797102063,9.477378269999576,23.771276701741304,2127.78076886045,0.07757422797102063,118.20766923202983,19,0,2,0,11.242577202897937,12.757422797102063,27.514845594204125,21.514845594204125,15.603919159428887,True,19638
3.6468622067188234,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,True,19639
50.4021685298165,4.199277156727833,1.2490964459097915,4.099638578363916,160.35596345699537,885.7389399679126,0.04950180710818042,21.021053075313464,42.318335352735076,18573.263483134768,0.2970108426490825,1031.8520005689659,29,10,8,0,19.199277156727835,26.800722843272165,101.70469848126908,58.65126497572629,7.398554313455667,True,19640
161.75831810196755,23.40384731004178,2.156964719461718,21.089917871118345,680.6684002308492,4630.5282162824515,0.03,31.717427160243247,146.35319190253645,146702.81146873077,1.5478482359730859,8150.1529965309255,133,0,25,0,18.84303528053828,92.78482359730859,367.7936587624223,312.8747414684269,45.80769462008356,True,19641
12.34228481036978,1.365771518963022,1.0,1.0,25.439599367258847,99.38614895636135,0.20171142405184891,5.093053272117121,20.177184215439393,497.2233244368988,0.03634228481036978,27.622718246845903,8,0,0,0,8.731543037926045,6.268456962073956,18.17114240518489,7.268456962073956,3.0,True,19642
23.05039785296637,7.050397852966368,5.748010735168158,1.0503978529663685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.100795705932736,True,19643
31.329077416890033,2.329077416890032,1.0,1.3290774168900321,81.05107099731961,406.80303994801756,0.09670922583109968,10.676680385174224,38.18374801375362,4338.77946076728,0.13670922583109968,241.04219935804295,20,2,5,0,12.974464501340192,19.987232250670097,47.354612915549836,33.69645808176978,3.329077416890032,True,19644
57.14616358592338,9.90512928732482,1.0,9.810258574649641,182.85383641407662,1058.711870850656,0.0409487071267518,23.581874511185298,44.984603696891945,24943.67330604304,0.35379482850700716,1385.7585697083425,49,0,1,5,20.4743535633759,34.9487071267518,102.4230606901277,80.43077572394893,18.33590501127374,True,19645
62.89916441150143,6.00315111214058,3.9968488878594197,4.0,79.02520889712464,411.681306842898,0.0500315111214058,19.403729286840246,21.215188360517594,7988.549919590853,0.14003151112140583,443.80333061677635,19,23,11,5,19.99684888785942,17.00315111214058,46.02520889712464,33.0,11.00630222428116,True,19646
45.92862031776434,5.267844920558914,2.0713796822356554,4.0,84.26784492055891,409.49295541743777,0.06267844920558914,15.307151657197583,26.775859734714658,6264.90652440155,0.13267844920558913,348.04873545546513,28,9,6,0,14.0,15.071379682235655,51.39293047664652,32.874914443912395,9.535689841117827,True,19647
4.59496860520157,2.8512578486996074,2.702515697399215,1.8512578486996074,19.148742151300393,72.58839939267166,0.19,5.318100627895968,13.640320761702212,386.2175534945631,0.02,21.45379874420806,2,0,0,0,7.851257848699607,6.0,11.0,8.148742151300393,4.702515697399215,True,19648
11.172296025884563,1.8344592051769126,1.0,1.8344592051769126,24.331081589646175,93.1376341637758,0.14834459205176911,6.791385198705772,13.71783757338399,632.3737153770837,0.03,35.13020265693184,7,0,1,0,8.668918410353825,5.668918410353825,15.496622384469262,8.834459205176913,2.6689184103538253,True,19649
84.8211413508797,20.08978737910232,1.8059380846678659,2.268646028222622,222.73135397177737,1395.3638724639268,0.03731353971777378,26.636372699381692,52.84239506738527,37004.20245779452,0.4638812383066427,2055.782790015063,75,1,4,1,29.97030957666067,49.28384929443445,135.2389556048833,87.4923983668941,21.62707943554756,True,19650
30.146696366833513,5.951101211055496,1.0,2.951101211055496,97.67114576130577,524.8319027727852,0.05,20.616125462789118,25.52326231404483,10807.466808121773,0.17524449394472252,600.4165436720862,25,1,3,9,20.426651816583245,21.048898788944506,55.0,42.671145761305766,10.426651816583243,True,19651
170.1598885647657,17.96181311658026,1.1718409753888341,13.904532791450649,576.7660673199451,3707.8539541933505,0.029809065582901296,34.60396455049242,107.311037212797,128193.1039740289,1.2356085084067299,7121.837485431476,110,34,22,0,19.171840975388832,67.01909344170987,334.5107115466301,242.25535577331505,34.92362623316052,True,19652
5.1056607121847986,1.0,1.0,1.0,11.5528303560924,38.375396782226765,0.312113214243696,3.2235848219538004,12.015566514863337,123.30150804443309,0.01,6.850169732636572,2,0,0,0,6.447169643907601,3.5528303560923993,8.0,3.5528303560923993,1.0,True,19653
103.42465150651036,20.774863632982314,9.899939392436583,19.724833329200603,228.29957574705608,1269.50874102319,0.07974984848109146,12.858761363918141,98.75930575275925,16319.84375576046,0.41924954544327436,906.660166961439,90,2,5,3,10.075045455672562,37.17510606323598,133.37462120272863,94.92495454432743,40.54972726596463,True,19654
133.29917226977372,9.130196186766417,1.0,8.337952166014594,677.2410024254124,4703.785286987539,0.03,31.70565052347679,149.33385512567267,148619.0400769418,1.5692244020751824,8256.604174790236,63,25,13,0,24.753464124510945,99.67590433202919,416.1772991309744,261.06370329443797,16.46814835278101,True,19655
13.145316456336626,2.854683543663374,1.0,2.854683543663374,29.854683543663374,117.03416708783267,0.12,8.265984810197029,14.162045569408914,967.3189316471515,0.04,53.74034430388713,5,0,2,3,9.0,6.1453164563366265,18.56405063099012,11.290632912673253,4.709367087326748,True,19656
99.83501803322991,15.58978640697461,5.791245491692523,13.791245491692523,310.0802496594852,1851.7881693685017,0.03201459084717913,30.492895311360222,61.72816649441123,56039.377729521955,0.6182042718605077,3113.297423743668,78,9,10,0,19.798540915282086,42.82042718605078,179.45398613456277,130.62626352492242,30.17957281394922,True,19657
20.434318035101008,3.1434318035101008,1.0,2.713136392979798,58.2868636070202,283.7437121330447,0.08,12.065978629614646,23.524932747226263,3423.3727441640053,0.09,190.184678817127,13,0,4,0,15.426272785959597,13.8565681964899,36.4262727859596,21.860590821060605,5.2868636070202015,True,19658
106.99447410500801,11.96418703758943,8.410467593973571,10.446280556384142,359.3030287067419,2171.7695771294725,0.02,43.8086227404535,49.59165250074573,95121.57340358829,0.7244628055638413,5284.528562213752,76,10,15,0,27.0,39.0,232.749309263126,126.55371944361586,22.92837407517886,True,19659
48.23087205515057,4.951006886529313,3.384563972424715,3.9510068865293126,149.01409351220286,815.5771458501903,0.06783221457052299,15.344536948164816,53.385368901806665,12486.779012874304,0.27349664371156895,693.7096576875721,31,3,6,0,14.517449800633909,30.2167785429477,83.6993287423138,65.31476476988908,8.902013773058625,True,19660
13.419557058073579,2.7097785290367895,1.0,1.0,32.0,128.0,0.22,4.5,28.44,576.0,0.04,32.0,8,0,2,0,6.0,10.0,17.0,15.0,4.419557058073579,True,19661
173.44454730574952,16.984156373071293,13.492078186535647,6.492078186535646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32.96831274614259,True,19662
98.63649514664579,12.54549838221526,5.727331176287016,7.6970524997399385,261.2124329401974,1567.7878720384285,0.03,34.22723473541344,47.038595365829366,52970.75366519152,0.521212754409776,2942.817846738336,66,9,17,3,24.63633441185649,39.57577705876234,151.0911574992198,110.1212754409776,24.09099676443052,True,19663
49.27550874241611,9.38868261294692,4.388682612946918,9.38868261294692,165.54730451787674,938.0894483414015,0.053886826129469184,19.3729318114626,49.21009959983489,18028.75491004069,0.3133209567768151,1001.5952413428521,41,0,3,1,18.50185648347773,33.22263477410616,93.38496964599145,72.16233487188529,16.554730451787673,True,19664
10.0,1.0444771888031599,1.0,1.0444771888031599,29.86656843359052,119.67042403096859,0.1595552281119684,6.44956996307339,18.567702465752735,771.5460854627762,0.04,42.866226806432444,6,0,1,0,9.04447718880316,7.04447718880316,19.82209124478736,10.04447718880316,1.08895437760632,True,19665
26.726648779265098,3.2478771617513726,1.0,2.4957543235027453,79.50424567649725,369.20722116732975,0.07,13.964023494405632,26.455705485755427,5153.523100900368,0.12,286.3104571261479,21,0,1,0,12.0,13.0,49.25636851474588,30.247877161751372,5.495754323502745,True,19666
34.0,7.0,6.0,3.0,130.0,661.37,0.03,29.08,22.75,19230.61,0.22,1068.37,27,0,5,0,21.0,13.0,94.0,36.0,13.0,True,19667
189.62102871270378,21.33643992150456,11.992911439034724,14.809398754577693,589.4867410046836,4253.8618654830225,0.013435284824698352,59.366237933649444,81.53142007126458,237468.9344166035,1.4213875011511696,13192.718977390423,139,37,9,0,58.19768980638759,92.64938295656489,375.6821996075228,213.80454139716082,36.4211077027678,True,19668
125.66115029859498,7.110743353239665,1.0,3.1292005787796096,640.0837583646888,3987.3051190070546,0.029815427744600557,36.83838207634597,108.51207505869496,146668.78772752563,1.3339091155718186,8148.268155814687,112,1,10,0,15.203029480939387,59.8338849701405,349.02176704638293,291.06199131830584,13.110743353239666,True,19669
8.327552255026918,1.8318880637567294,1.0,1.0,16.495664191270187,60.47573916319744,0.23159440318783647,4.276690965404627,14.371068234016589,256.4329089657675,0.02,14.246464328925942,5,0,0,0,7.0,5.663776127513459,9.66377612751346,6.83188806375673,2.663776127513459,True,19670
34.066289276489655,2.524098890671344,1.0,2.3493992604475626,137.55420517686707,717.5112622461459,0.1,9.957951940835805,72.08270956575761,7142.700131461786,0.24,396.8180762472607,29,3,3,6,8.873498151118907,28.921695932461596,71.9518022186573,65.60240295820975,4.048197781342688,True,19671
31.639477283792914,5.876020192184076,5.360522716207086,3.4535075720690287,98.6704722357469,513.6338297832185,0.0651549747597699,15.032218710313824,34.33774826572745,7701.319494740294,0.17030994951953982,427.84988583292755,21,3,5,0,15.453507572069029,21.51549747597699,56.57748737988495,42.09298485586194,10.752040384368152,True,19672
166.69253548136192,5.0,1.0,5.0,849.3850709627238,5524.112807057382,0.03,38.29261492903728,144.26347983120928,211530.45139137216,1.8421552128881715,11751.690077298454,149,1,14,0,15.0,75.73850709627239,462.6925354813619,386.6925354813619,9.0,True,19673
101.21882238351145,10.781177616488549,3.890588808244274,8.613236010305343,382.1576252867176,2395.90964365171,0.035547055958778634,29.02797528120687,91.02118266488323,66473.5146722775,0.7964881751343513,3692.9724535260953,87,0,12,0,18.445294404122137,57.64881751343512,210.73527979389314,171.42234549282443,20.562355232977097,True,19674
20.642702200379443,3.6786488998102786,1.0,3.3572977996205573,54.21351100189721,241.89961574756177,0.07321351100189721,14.259900836368228,17.405754571650576,3409.531803525088,0.07642702200379443,189.4189092031728,15,0,1,0,12.0,9.964053300569164,30.89215990170749,23.32135110018972,6.357297799620557,True,19675
65.40625290258693,13.087896611585531,1.0,12.81250580517385,277.3105866041585,1638.8619457290786,0.0692773564488178,16.049841819779694,137.8345020988979,22961.501770633742,0.5459571273981919,1275.6359599138816,59,0,1,0,12.796873548706538,44.11719548211404,168.77150596299026,108.53908064116828,25.175793223171063,True,19676
37.72693189746785,2.4302575863290468,1.0,2.4302575863290468,100.29077275898715,485.0842033302027,0.06715128793164524,14.249860444713986,34.27755398675413,6886.65505459468,0.1614538637949357,382.58924391263514,27,1,5,0,12.430257586329047,16.290772758987142,63.43025758632905,36.8605151726581,3.860515172658094,True,19677
3.99010763625696,1.0,1.0,1.0,9.75247309093576,31.25216107293929,0.3151483854561456,3.18564518179818,9.99820848375184,98.44464287649458,0.01,5.470692465462013,3,0,0,0,5.75247309093576,3.50494618187152,6.0,3.75247309093576,1.0,True,19678
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,True,19679
12.566622670747696,4.433377329252303,3.866754658504606,1.566622670747697,36.41655667686924,159.6758473205421,0.07566622670747697,13.348383928640148,12.123063936195873,2117.5388489518846,0.052833113353738484,117.63866754658505,10,0,0,0,13.716688664626151,7.133245341495394,22.71668866462615,13.69986801224309,7.866754658504606,True,19680
36.97813610304446,3.0054659742388843,1.0,2.002732987119442,131.97813610304445,739.4799234774003,0.08498633506440278,11.641284503946137,63.726116425433226,8594.779115878473,0.24997267012880559,477.485778901329,26,2,5,1,14.504099480679162,34.5068324677986,76.47676960948473,55.50136649355972,5.010931948477769,True,19681
27.32410627120412,3.0,1.090119163839451,2.9549404180802745,45.04505958191972,214.18403301411868,0.10045059581919726,9.67197616723211,22.146237585421996,2071.929647510559,0.07,115.10275819503104,15,3,3,0,13.954940418080275,13.045059581919725,26.954940418080273,18.09011916383945,5.0,True,19682
41.02345501805954,4.186034061371279,1.3720681227425573,4.0,111.02345501805954,588.7567363930019,0.058139659386287214,18.030202428518493,32.81777227762175,10585.73211731391,0.19627931877257443,588.096060829423,22,2,13,0,19.372068122742558,20.186034061371277,73.4653528339457,37.558102184113835,7.372068122742557,True,19683
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,True,19684
25.06949720445943,5.023165734819811,5.023165734819811,2.0463314696396218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.046331469639622,True,19685
7.479499894780972,1.0,1.0,1.0,10.780750157828543,30.93690018939425,0.3078075015782854,3.24411748263886,9.572550115740931,100.2108025426137,0.01,5.5704100021043805,4,0,0,0,4.739749947390486,2.739749947390486,7.041000210438058,3.739749947390486,1.0,True,19686
18.0,2.7477999493830874,1.0,2.7477999493830874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4.495599898766175,True,19687
31.344657008923722,5.521034890871938,1.0,4.042069781743876,111.60517445435968,565.5586481701752,0.06,16.621165345833784,34.05710239548434,9397.11633671373,0.19,522.0618784737126,24,0,3,1,14.957930218256124,18.73948255456403,69.52103489087193,42.08413956348775,10.042069781743876,True,19688
115.47740466959799,18.667354275278832,10.917869981737958,12.958934990868979,269.1252578532296,1553.03916868686,0.03,37.215154711937735,41.90632286236058,57668.08063241805,0.5187474214677044,3203.7823269442547,79,16,12,4,22.166322862360584,33.97843608251624,156.95893499086898,112.16632286236059,35.6889181927626,True,19689
54.70721073523635,16.353605367618176,14.471204984216877,3.0,135.2351992331974,727.506065479929,0.05,20.27880787347757,35.879448295219,14752.441705724128,0.24,819.5807485417203,40,6,3,2,18.882400383401297,22.764800766802598,86.3527988497961,48.8824003834013,31.70721073523635,True,19690
40.41352495655707,4.051690619569634,1.2067624782785336,3.103381239139267,137.20676247827853,746.520045797223,0.06051690619569633,15.348488162712137,48.676964517645175,11452.67385962251,0.25103381239139266,636.255386725538,33,0,5,0,16.0,27.465215576126703,84.58647504344293,52.6202874348356,7.103381239139267,True,19691
132.9225676936324,14.37219349265277,9.124064497550922,10.922567693632399,476.5886583357565,3062.060150539768,0.03,32.24182500892396,96.05226528074756,98139.2204626249,1.0195336780881668,5452.178290109995,100,9,17,2,22.449625799020367,63.30224520587778,295.63529052693985,180.95336780881667,27.74438698530554,True,19692
15.001457498298224,3.999271250850888,3.9989068762763313,2.999635625425444,37.99963562542544,166.9084003956177,0.10999635625425444,9.330153037321313,17.879559106764788,1557.819736088632,0.05999635625425444,86.54054291811609,11,0,0,0,12.000364374574556,8.999635625425444,24.000364374574556,13.999271250850887,6.999271250850888,True,19693
195.5213310234877,28.948805543629526,15.49573379530246,17.444539338931985,649.4607501073343,4196.490247392129,0.015042662046975396,58.21029875574609,75.39232904826896,238836.87247249568,1.3967491439259914,13268.717653951668,140,29,19,3,28.546928251672934,61.170648187901584,411.9735487214269,237.48720138590738,55.384812473166434,True,19694
91.34287982388699,34.228570011007065,32.45714002201413,9.742840132084764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,67.45714002201413,True,19695
