LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
7,8,0,1,2,13,4,0.2424094757010394,5,2.6849932415931357,2,0.4210862915875271,14,1,0.0,17,3,26.608691761087634,22.678658317339043,11919.979023932636,0.18036209719584234,107,0.04759052429896059,662.218720919674,549.594347361798,0.2578900191598744,3,6,12,0.1475905242989606,48,58,19,16,30,14.39862417701899,19,True,5258
11,7,5,2,9,6,4,0.15484506374398174,3,2.0,4,1.0,18,1,0.0,28,0,48.23108573923537,10.919168870495607,5750.281160335304,0.17257746812800914,96,0.09,319.4588445895667,526.5627527400171,0.21288734064004566,1,3,15,0.08742253187199087,40,55,29,15,52,28.78650732275277,30,True,5259
15,16,2,18,17,27,8,0.21621665915289706,12,2.0,2,0.3628559722387721,34,5,0.0,20,1,18.70125572903425,61.44952390674652,66033.16661895854,0.3671809609681177,215,0.02,3668.508145497696,1097.2325997889188,0.5541321283663014,7,13,27,0.11640951951594118,78,137,13,20,73,62.3485185158319,38,True,5260
25,27,6,4,29,48,14,0.1638995039980058,21,2.2012562000249276,8,0.5483014880059827,54,6,0.37836165604686406,86,1,119.3671478916512,23.708530741510224,50062.325711099,0.7886128960518496,352,0.04415074400299133,2781.24358417039,2371.416363588455,0.427859176036893,13,24,41,0.1019497519990029,155,197,82,21,147,28.199777224511514,90,True,5261
13,28,9,0,10,46,14,0.25904095172193287,18,2.4452047586096644,9,0.6486303820727142,64,11,0.0,55,0,68.71859038973687,18.328636696652055,22733.28450392163,0.41904095172193284,202,0.05780819034438657,1262.9604937522745,1247.3216360860097,0.7431498055037904,13,23,51,0.18232866620535298,88,114,50,20,81,16.950564265077205,55,True,5262
27,22,3,15,24,34,11,0.19999822387616567,13,2.0,3,0.2975059944179409,41,6,0.0,42,0,34.34231994544629,42.79761700215759,62383.766601577234,0.48499866790712426,260,0.02,3465.7689778407334,1461.9283316593762,0.5499875671331595,10,17,32,0.10499955596904141,96,163,25,22,112,47.89935437898622,58,True,5263
21,20,1,8,38,35,10,0.1491771511299677,16,2.1988286334747578,1,0.13670860451987082,42,5,0.3996205350281421,65,1,38.67734837670438,29.45449978220108,32266.685105692464,0.3646834418079483,204,0.03183543022599354,1792.597001300421,1108.2650418372627,0.4889874186440387,9,17,33,0.07550629067798063,93,111,26,16,134,41.64029067160795,73,True,5264
19,15,8,12,11,25,8,0.17793576605819605,11,2.0,5,0.7013670082486904,33,1,0.0,32,0,62.4240744316069,14.983090777285362,13487.575654488373,0.3017156210952472,163,0.06482569357672158,749.3106015997109,911.5945053252282,0.13171562109524715,7,12,27,0.10552291926983523,64,99,32,14,77,41.96522919269835,44,True,5265
14,10,2,2,8,16,5,0.3013741673178664,7,2.298577652995151,2,0.5760197327468857,20,2,0.29857765299515093,17,1,29.798852904954266,15.174457455402015,6748.886161543682,0.15194310611980605,85,0.06597155305990302,374.9363454687535,447.29750596619647,0.44108969791689656,4,8,16,0.13388621223961206,38,46,20,16,43,36.85100234410204,20,True,5266
24,9,2,7,22,16,5,0.1276693810377701,7,2.0,4,0.8270663685139368,39,1,0.0,34,0,67.89712383525514,30.34794827196636,48699.97189494397,0.5858638032191983,326,0.03308265474055747,2705.549741867589,1757.094261857948,0.20849592844334486,4,8,36,0.06421070840804884,121,204,27,14,91,45.17886342388948,42,True,5267
8,1,1,7,7,0,1,0.0744348830423996,0,0.2217441521199801,1,1.0,2,1,0.0,7,0,21.750291220885767,13.176931995573412,3769.936667935024,0.09110872076059989,61,0.08,209.43907334775486,286.2590450445162,0.944563961970005,0,0,3,0.03,19,42,10,14,32,69.20061233160747,14,True,5268
10,5,5,1,5,8,3,0.1257880675451194,3,2.5788067545119406,2,0.8089937710110596,16,2,0.5788067545119405,26,2,47.16150484176599,18.17119324548806,15546.706432937744,0.28578806754511943,148,0.055788067545119405,863.7059129409857,855.9840423355018,0.6841050658839554,2,4,15,0.09472840527071644,66,81,35,19,43,15.516946033448322,27,True,5269
4,10,2,12,1,18,5,0.1689717397298516,9,2.0,2,0.502776077565658,24,2,0.0,21,1,17.24995005055082,29.845808657289496,15315.91588305358,0.17264782648656773,108,0.03,850.8794199522408,513.8166834850431,0.38971739729851623,4,9,20,0.13264782648656775,48,60,12,14,42,39.20870848265939,34,True,5270
9,3,1,0,4,4,2,0.08687046567992798,2,2.0,2,1.0,8,1,0.0,22,0,40.711979598796404,13.715968872155536,7625.174466402373,0.18469430148010801,105,0.07156476716003601,423.6206637925051,556.8054740447654,0.5,1,2,8,0.05530569851989198,42,62,23,15,37,14.536487566418366,23,True,5271
23,28,11,6,15,39,18,0.23478424402322057,19,2.0521313342127714,16,0.8579587294313478,67,1,0.0,71,0,61.262117011730936,31.977226833299344,58671.09233307512,0.6253058196208985,323,0.034739212201161024,3259.503931574907,1874.65562394497,0.06630393899419486,10,19,51,0.15160975861509335,115,208,42,20,118,23.396802740633774,78,True,5272
19,21,3,3,9,26,11,0.19313162455455288,11,2.2077551624678486,6,0.6632933573796935,47,5,0.3080507581419826,55,0,57.795275521428174,30.673365993244648,50177.37310232566,0.5567205776083802,278,0.03283602888041901,2787.6305785608124,1676.5472237280565,0.40760736463078173,7,13,37,0.14029559567413386,111,166,46,28,89,18.12021407703542,58,True,5273
23,43,6,6,54,61,22,0.30768317938723594,19,3.9465829954953042,6,0.2864528650841817,72,14,0.6411778191111988,79,2,72.96379111625878,35.091581887926786,87974.75077332798,0.8406414047474549,399,0.03,4887.485992644323,2523.5685876227676,0.6593061000606898,21,71,52,0.1501963031851998,181,218,58,22,164,45.716998526756086,85,True,5274
15,55,4,5,13,103,28,0.48336882945313026,48,2.1537131771986466,5,0.17460862874162442,143,7,0.16989351164060934,62,1,174.72566401909458,36.68000622066683,234326.47213739314,2.1340388629436546,948,0.03,13018.135799186277,6398.499086354518,0.20180334441962794,27,51,117,0.3733688294531302,405,542,91,17,97,17.82135799195838,68,True,5275
26,18,11,10,14,33,9,0.13058519575326755,15,2.0,7,0.7578198341083844,48,3,0.0,62,0,57.66949194442855,29.104636761721352,42685.37982998028,0.5109581021906285,264,0.036861731917755845,2371.4075614731364,1538.9747311505175,0.4147332382205922,8,16,40,0.08372346383551169,116,148,38,17,115,28.535840756456476,73,True,5276
9,6,1,2,7,9,3,0.24347011303871002,4,2.36225094198925,2,0.5878897864824366,11,3,1.0,13,0,31.335194036816873,13.428663436297844,5514.886301523676,0.13724501883978502,78,0.07483001255985668,306.383740080462,414.09450580854605,1.0,2,5,9,0.11207503139964167,34,44,21,16,33,40.97385747311472,15,True,5277
21,30,6,46,18,51,15,0.15859650548145582,22,2.0,9,0.6235526208889082,61,9,0.0,51,1,42.3148199931934,45.05101137673605,84795.06459549209,0.6285087362963604,329,0.02,4710.839741173553,1890.8328679729468,0.5836403900740036,14,25,47,0.11859650548145584,117,211,30,23,140,55.02587159852858,98,True,5278
34,42,9,56,27,77,22,0.13699403371472346,38,2.0,7,0.323727626430213,116,2,0.0,104,0,94.1545535626631,73.7867647260095,508251.16399935086,2.272544747139574,995,0.014248508428680869,28236.177861903696,6815.080721310409,0.10901789885582958,19,38,96,0.09849701685736173,459,536,93,29,225,44.716976915979465,161,True,5279
16,43,7,7,42,55,22,0.3534109324990361,12,4.475539264294257,7,0.32764844583493974,63,18,0.8301377634728112,57,1,68.74471124896061,36.22330189440803,88993.41683025376,0.8230403715291166,395,0.03,4944.076943723558,2468.1999653211788,0.8392161486116465,21,78,43,0.17447031083301204,179,215,54,21,125,45.98717471021024,64,True,5280
4,1,2,1,3,0,1,0.2488704565218051,0,0.0,1,1.0,3,1,0.0,3,0,15.845305230972697,2.4929403532612815,85.56353682064847,0.015070596467387183,12,0.41620013994558214,4.753529823369359,36.12707364129693,1.0,0,0,4,0.08943522826090254,3,9,3,4,14,54.92940353261282,4,True,5281
7,6,1,4,3,9,3,0.154429649505992,4,2.0,2,0.8740933448537336,13,1,0.0,18,1,22.90510362622534,13.649663695347742,4258.659590707154,0.10187920380815324,69,0.07187920380815324,236.58966779759223,312.2119683433759,0.2999327390695483,2,4,11,0.09315442665707262,23,45,10,12,37,27.523415008286175,23,True,5282
2,2,0,1,0,3,1,0.24384226644953008,1,1.8460566612382519,1,1.0,4,1,0.0,6,0,17.819987365960973,6.175375382817634,679.0160348311192,0.04,27,0.16076971669380874,37.72601875912117,109.98514797011514,0.5384858346904371,0,1,4,0.14615141653095629,10,16,7,9,12,15.386437601782777,7,True,5283
13,8,4,11,12,14,4,0.12215375419448299,7,2.0,3,0.6455765782293112,24,1,0.0,27,0,29.380267690915076,30.017169478780403,24926.677277580267,0.28265405306241326,161,0.03696156145137925,1384.816058163832,848.1200428595758,0.21519219274310375,3,7,21,0.07,58,103,18,19,67,45.60313563866512,39,True,5284
25,17,10,10,13,31,9,0.12851603706690837,14,2.0,7,0.7419562841796308,45,3,0.0,60,0,54.65403801884112,30.12542171365854,42681.92709385231,0.49578427182399465,258,0.03617201235563612,2371.215819434867,1493.4753110766037,0.43335566639782475,8,15,38,0.08234402471127225,114,144,36,17,111,28.774483724949903,70,True,5285
8,5,1,0,1,3,4,0.17574647572682875,1,1.6436618931707185,1,0.5069014320487845,13,1,0.0,22,0,34.87026210866124,11.509218141919483,4211.96338441922,0.12247183373902484,76,0.08890845267073204,234.0005072719415,376.66492318042566,0.34253524273171254,0,1,11,0.11287323786341437,28,47,16,14,35,8.497731987692614,23,True,5286
24,26,5,34,20,45,13,0.1534048923135923,19,2.098741877094177,8,0.5857363999233001,53,7,0.19067396956116872,54,0,59.0845367627459,39.53032491623293,86038.13950756424,0.7419320924669921,369,0.023404892313592298,4779.896969924505,2228.4647154807876,0.5736195692543692,12,22,41,0.1031902153728154,149,220,42,21,136,47.65075496598911,89,True,5287
10,6,4,0,4,10,4,0.16184965802165474,5,2.0,4,1.0,15,1,0.0,24,0,25.53675516179857,16.218249419328295,6685.433477934475,0.14203758549458634,80,0.062037585494586316,371.4118598852486,412.8305697497528,0.25,2,5,13,0.10388724351624105,33,46,17,17,40,15.284757420238613,24,True,5288
5,5,1,1,0,2,4,0.2309637772407086,1,0.5438920788368975,1,0.23535298512439834,11,1,0.0,17,2,24.097562338429416,9.764769920413636,2236.904732564675,0.07456107921163102,51,0.10456107921163102,124.27288484270093,231.35333005957824,0.23535298512439834,0,1,8,0.16184161881744655,17,33,10,12,27,7.2805396058155125,19,True,5289
19,11,7,6,5,20,6,0.14769435689844232,9,2.1384717844922116,5,0.9030697508554518,28,3,0.34617946123052906,36,0,70.95087732639283,13.90614616163084,13718.463108871807,0.32692358922461057,167,0.07,762.1341468748465,986.5447928870803,0.45617280131059146,5,10,23,0.09769435689844233,73,93,43,16,68,24.819740263122437,43,True,5290
17,11,3,4,44,20,6,0.12264061984693718,10,2.0,2,0.33,28,1,0.0,46,1,48.671276296993085,20.534466204386973,19892.360631127834,0.3288750412245025,169,0.04735938015306281,1105.1292486026064,979.642823309884,0.17,5,10,24,0.06056247938774875,70,98,35,20,114,50.05241147520569,50,True,5291
28,48,16,0,24,79,25,0.22573479356152043,35,2.2629391742460814,18,0.734050402875672,129,8,0.0,108,0,91.40823253385797,36.53816042005406,115541.31951263573,1.0731901309581284,475,0.029390684794502915,6418.959722026255,3225.714336933145,0.3341578046570758,22,39,106,0.14756273917801166,222,252,84,26,163,19.09024566838048,109,True,5292
7,2,2,5,3,2,1,0.10272748563066748,1,1.2727485630667488,1,1.0,5,1,0.0,10,1,54.92663902031823,8.508224611764165,3298.5947628289114,0.1354538002926638,82,0.1254538002926638,183.25546668094805,411.8858346647063,0.6818128592333128,0,1,5,0.056363742815333746,33,49,20,10,28,37.11971184184173,16,True,5293
28,6,1,8,28,10,3,0.09675488199824658,5,2.0,3,1.0,38,1,0.0,30,0,77.93603104725459,25.68655432732734,48942.90504432715,0.6448329939701918,369,0.03675488199824658,2719.0474583549535,1937.9203255023376,0.2759609440140274,2,5,36,0.03675488199824658,133,235,27,10,97,54.28259518688834,39,True,5294
2,14,0,15,0,26,7,0.4360245433455546,13,2.0,1,0.14773166072091817,28,1,0.0,6,1,73.77567276838242,12.220888736183994,10304.583251993286,0.28574393239369544,159,0.08191464413123181,572.4763547868292,863.458897264911,0.14773166072091817,6,13,22,0.3648903737060136,65,93,31,11,27,78.03474339629538,22,True,5295
22,17,11,12,6,30,9,0.11718339265644792,13,2.0,6,0.7213610122392534,49,5,0.0,68,1,68.4317631155961,35.51469392615263,79280.0136251719,0.7684498220306563,378,0.028090734149283564,4404.4425601495195,2299.637252198915,0.5324575194621795,8,15,42,0.08527412680573149,164,214,47,19,112,21.170556428756434,81,True,5296
30,44,13,1,24,74,23,0.23305359041106272,32,2.2647320479446864,16,0.6967138301344947,115,7,0.07633976027656805,97,0,94.81119295477552,34.602821010956625,113528.90497318574,1.0908392287668118,481,0.03,6307.158100689695,3280.7351084991283,0.3316784575336236,20,37,94,0.14389281917787455,226,255,86,26,155,22.09752391793903,99,True,5297
13,21,11,1,10,35,11,0.225941282570228,14,2.3906421935010362,8,0.7109467844905596,59,5,0.0,48,0,85.82306349264047,14.176407414620652,16515.554734596844,0.395941282570228,198,0.07562568774004146,917.5348289862761,1183.3427318978408,0.45907522319076693,10,17,49,0.15031559483018656,87,111,47,15,75,20.244249753463617,50,True,5298
25,12,0,5,6,12,8,0.17381213063709955,5,0.8093934681450219,1,0.16642270606652598,24,2,0.0,43,0,30.68675987571103,41.91563172620204,53036.04521089456,0.4242818040443507,227,0.02404696734072511,2946.4454345261106,1272.3741415268307,0.2554559875624784,3,6,18,0.10214090202217532,88,139,25,23,81,22.64086438556317,48,True,5299
20,47,2,3,5,51,27,0.1894145989229857,22,2.2426704411146323,8,0.29030474596119643,90,7,0.20590219246089997,135,2,125.81508080455009,38.768617172543905,134809.40096318777,1.3218284757671785,561,0.027353649730746426,7489.409710018899,3965.7481374893114,0.24442664434567496,14,25,65,0.15412189838447857,244,317,106,26,167,10.221721248875351,139,True,5300
26,17,2,11,47,31,9,0.15323937889587738,15,2.086055962823203,5,0.5735191930118919,38,1,0.0,48,0,55.091151580713515,28.545533220125535,39564.50188222331,0.48577409951083506,242,0.03661968944793868,2198.0249089433946,1447.2806339921835,0.11014093165618395,8,15,31,0.07690155276030658,100,142,41,21,134,49.9321688402521,59,True,5301
2,7,0,1,0,10,4,0.17740241085837843,4,2.4074698642702694,1,0.4537349321351348,13,3,0.8149397285405392,20,4,25.06475609832214,10.81886765590271,2669.1571251305536,0.08444819185621617,55,0.09259758914162157,148.2850459075546,255.27855595273394,0.8612047964054044,3,5,11,0.14814939728540538,20,35,11,12,26,10.454371373435688,22,True,5302
24,27,7,21,18,47,14,0.16224201945157224,21,2.0,4,0.3609873784276734,58,4,0.0,65,0,48.393132819296895,41.020675597223885,76953.81972939133,0.6410541940767297,334,0.02221974756855347,4275.214246287655,1910.716680206348,0.3054936892138367,13,23,46,0.10890126215723266,123,210,31,20,132,36.51316263254715,87,True,5303
27,8,5,4,15,15,4,0.10717446007207655,7,2.026306353597614,3,0.6843489201441532,23,1,0.0717446007207655,38,2,57.247233230297,39.27633779378651,66866.60771150076,0.617182847843917,317,0.02478297338138437,3714.80976411485,1853.4950679674164,0.3371744600720766,3,7,20,0.05478297338138437,148,169,39,17,85,34.77014573055797,42,True,5304
7,12,4,8,7,22,6,0.20685943160154235,10,2.0,5,0.8111921745200145,27,1,0.0,23,0,32.106734964423424,16.35663698590452,8551.503212058258,0.17624555188615496,109,0.06,475.08097866505545,523.5993779841476,0.2638967877568864,5,11,23,0.13436832782923244,36,72,14,13,49,39.83017824459198,32,True,5305
21,14,3,3,9,26,7,0.2308838494698452,12,2.0530309681907113,4,0.5638130537110837,30,1,0.0,30,0,56.78706511003551,19.475830772465763,21448.784845296574,0.3653030968190711,189,0.05088384946984519,1191.5959720469434,1102.8234320487309,0.19391481766055643,6,13,24,0.12088384946984518,88,100,39,17,65,29.33712606779219,34,True,5306
2,5,0,0,4,8,3,0.2779579531394954,3,2.349474414243693,1,0.4757883786344608,9,3,0.6989488284873856,11,0,16.505007737589093,6.895938316772259,782.8655983799752,0.04,29,0.1460210234302523,43.496643186474714,113.40042740392012,0.8494744142436927,2,4,7,0.16397897656974772,9,20,5,8,20,27.059104097392243,12,True,5307
20,24,18,0,23,25,17,0.2294958358616946,12,2.0694818064826213,16,0.8158263931028243,66,1,0.0,67,0,90.22741948775885,25.568179754753803,58021.40263707002,0.7605181935173786,347,0.04,3223.4124270825796,2281.4558124569694,0.20943971834540162,6,12,50,0.14633055724112976,152,195,70,24,113,26.488483933551755,67,True,5308
13,17,1,9,6,31,9,0.5803280283097574,15,2.2161731132016738,1,0.26158541508940586,33,1,0.2896719716902427,8,0,75.50991436864943,8.939649141461624,5202.483938322396,0.20108883962369872,113,0.11838268867983265,289.02499328311,613.1807194466616,0.36967197169024274,8,15,26,0.4303280283097573,51,62,30,11,43,72.08696178341509,17,True,5309
9,5,3,1,9,8,3,0.08155745463966955,4,2.0,2,0.6615897449457845,22,1,0.0,36,0,42.487352459326544,28.999942939333927,35126.03972899664,0.4050161451530574,218,0.03937701814413218,1951.4450887745672,1219.2898105841084,0.3259506179368592,2,4,21,0.05093447278380173,93,125,29,18,58,21.738514645918716,38,True,5310
21,10,4,4,10,18,5,0.13557458695650296,8,2.0,4,0.8702117753624754,26,1,0.0,37,1,29.446371884059722,40.315200840578235,47563.74396494886,0.39221270652174856,218,0.02740423550724951,2642.427976771716,1182.0209941232197,0.18182964855074657,4,9,23,0.07297882246375245,84,134,21,20,75,29.03083778985717,42,True,5311
19,15,1,0,13,28,8,0.22370440442619105,14,2.0,5,0.6269691236512982,31,1,0.0,37,0,49.220889208864754,20.98534130456103,21669.397978594578,0.3406735280774893,176,0.05,1203.8523157221666,1032.6191614982843,0.1283161798062768,7,14,25,0.11370440442619105,80,95,38,19,71,26.96472302016897,37,True,5312
2,5,1,2,0,8,3,0.24033486180809982,4,2.0,1,0.6289231626844243,9,1,0.0,10,0,15.504865224514804,11.309750588907319,1969.0707689482151,0.058791857726012475,39,0.08879185772601247,109.39095247341074,174.43623038611247,0.33,2,4,8,0.17275114635607486,16,22,9,12,18,17.20863757153431,12,True,5313
25,12,6,10,22,20,6,0.1673019004965559,8,2.189150829195367,5,0.7910565306850351,29,3,0.4539619900688817,29,0,58.917543880826585,15.028000484211642,13276.133039706037,0.2951320663356294,155,0.0675660331678147,737.5627967559186,884.0569962470183,0.533697857397623,5,10,24,0.07460380099311183,68,87,36,15,89,52.808370899289976,39,True,5314
21,16,2,2,14,29,8,0.28506800935055276,13,2.122614177306062,4,0.5442662830426992,33,2,0.1504810357847122,38,0,85.94681168141736,15.099572062573314,16656.35229282556,0.3885325660853984,193,0.07327988491280976,925.3530873728041,1166.3988538900608,0.27245383204449103,7,14,26,0.12130708865303089,92,100,48,15,76,33.904779485674574,40,True,5315
12,20,2,14,10,38,10,0.15610206793388695,19,2.0,2,0.21196304294212692,57,1,0.0,52,4,33.24382476588232,64.08889843014961,129056.09616485433,0.6798794535371765,362,0.020389793206611304,7169.78508262977,2041.8949246426869,0.09935503695867129,9,19,48,0.10727144755372087,171,191,28,20,96,31.677102524644877,67,True,5316
9,7,1,1,2,7,4,0.19333152608694343,3,2.0,2,0.5166034130430197,14,1,0.0,23,1,27.00047169130777,12.476554617390493,4194.3427242913,0.11,67,0.08,233.019967469565,336.4296016348039,0.2166576304347171,1,3,12,0.12333152608694342,24,42,15,16,37,14.137939739115497,24,True,5317
5,7,1,4,2,3,6,0.3092431635614765,1,0.6460546915081877,1,0.33704668090999723,17,1,0.0,17,2,27.908965294858554,15.787262681584457,5925.0952619724685,0.13261191420278656,77,0.06969082037262281,329.1708822406513,395.41733030790084,0.17553300803295033,0,1,13,0.23216425739164026,28,48,17,17,30,29.54734978121956,21,True,5318
21,12,6,9,1,19,6,0.16306242439127003,8,1.975422211306865,5,0.8538751512174599,26,3,0.4489595934788329,32,1,67.92202830608468,14.463297605080195,13766.78190177765,0.3197919186957666,162,0.06795838373915332,764.8178949921642,962.7337490714176,0.5322300991743363,5,9,21,0.10693757560872998,73,89,43,16,65,24.86879361354719,41,True,5319
13,8,1,48,0,14,4,0.06601026852891889,7,0.22376362213192835,1,0.9015440062619515,195,1,0.0,143,0,2018.738970474501,14.100072936352742,298276.3923002935,8.02619404539915,2632,0.08328709133604215,16570.91351943048,24078.86754651113,0.8914746432660148,3,7,192,0.05146563309034352,1293,1339,544,10,208,23.455608537547835,192,True,5320
5,3,1,2,1,5,2,0.19602324946893984,2,2.0,2,0.8926540959406233,8,1,0.0,9,1,17.940151394383697,10.22010746058495,1862.736591553301,0.06,40,0.09674709381638252,103.48257501510288,182.52611990382619,0.4447005948785029,1,2,8,0.1192761556525573,17,22,10,12,21,26.803542869255345,12,True,5321
2,4,1,1,0,7,2,0.27594234625857195,3,2.0,2,0.7026829044221456,7,1,0.0,9,0,22.347236213031135,4.4459423462585725,442.263422790339,0.02900960895690468,24,0.2290096089569047,24.56940917425542,99.42086664350548,0.34683664773262046,1,3,6,0.19099039104309531,9,14,8,8,15,9.840716410666253,10,True,5322
1,1,0,1,0,0,1,0.2503073861200977,0,0.0,1,1.0,1,1,0.0,2,0,11.57008679762685,2.6712679677454028,82.34481285922334,0.01,10,0.37980788367493895,4.569731037144915,30.865091773175262,1.0,0,0,2,0.11007684653002442,3,7,2,4,8,25.134481427542738,3,True,5323
25,4,1,1,20,6,2,0.06698337343504207,3,2.0,1,0.8603325312991585,29,1,0.0,35,0,66.1850944608411,25.722945524252793,40738.36389733378,0.5433372894660291,317,0.03825415664123948,2263.245913272233,1627.2444217248212,0.4476246992371844,1,3,29,0.026983373435042077,110,207,23,11,84,37.46780250905578,36,True,5324
14,5,0,6,3,8,3,0.0539615787020294,4,2.0,1,0.388948887853013,12,1,0.0,58,0,48.02922760196461,36.26961229951108,62162.423476910466,0.5770641517469248,339,0.03,3453.467837034349,1722.5031689312618,0.3672308765387451,2,4,10,0.046205146089790844,127,211,22,12,85,14.240097070149382,65,True,5325
3,4,1,1,0,7,2,0.2300793011112728,3,2.0,2,0.7521728829159997,8,1,0.0,10,1,16.697105509438543,10.74371925458582,1917.434867497343,0.06,39,0.09249008736109089,106.5220776241811,178.67352906178726,0.3723314851385453,1,3,8,0.1575892137501819,17,22,10,12,18,15.147859194666882,12,True,5326
31,29,5,47,15,50,15,0.09227238381724101,25,1.1534047977155126,6,0.6597455846739237,152,1,0.0,135,0,1012.2691388282187,39.1210341856292,345257.4484552512,4.910696071584498,1696,0.04963083207995706,19180.970128836627,14738.231826388335,0.44636569709655394,12,25,138,0.0634372638743532,827,869,325,24,232,31.9224218446461,183,True,5327
14,13,2,4,10,21,7,0.2739469677429369,9,2.2538047311738945,3,0.551168344089137,24,4,0.4663720430163161,21,0,46.04676124758699,16.42666765583843,12150.32563750824,0.24461952688261057,132,0.05865488172065264,675.0182404302667,745.8639956585703,0.5794158279554315,6,10,19,0.13134511827934736,60,72,31,17,51,40.46006610772705,25,True,5328
10,1,6,0,15,0,1,0.061390152418600366,0,0.18983587364333943,1,1.0,17,1,0.0,18,0,65.3931164061026,5.584215944325414,1854.9167806517146,0.11430492379069981,72,0.18145738568604972,103.05162151204271,344.6739349130683,0.9525410315891651,0,0,18,0.02664425557751688,34,38,20,6,46,44.97804032694611,19,True,5329
30,49,16,0,25,81,25,0.22992248284233036,35,2.279689931369321,19,0.7694463060166453,133,8,0.0,111,0,95.28198480440594,34.72885767043061,114642.12841009251,1.0993023455809732,482,0.029977852240665806,6369.004360422759,3304.2533718620707,0.34971207912865554,22,40,109,0.14991140896266325,225,256,87,26,167,18.290098518274547,111,True,5330
11,15,2,2,11,26,8,0.17693443002296355,12,2.0875368975746316,4,0.5959835496555466,30,1,0.0,40,0,53.53859655638721,23.304962523923425,27920.272358246944,0.40733607505740893,204,0.04673360750574089,1551.1253013231624,1214.5776784296743,0.14899588741388664,7,13,24,0.12020082251722268,95,108,41,19,66,25.485594010978666,43,True,5331
21,53,5,1,5,54,31,0.19496367824097693,24,2.2897094259278155,13,0.4407990786985076,103,10,0.3102179305541385,158,1,150.19304659537528,30.836731928164454,140901.05343357535,1.52726390856635,622,0.03,7827.8350629636125,4583.772840600549,0.3302179305541384,15,27,74,0.1624455173614654,270,351,133,30,190,4.077313076308822,159,True,5332
11,5,2,1,4,8,3,0.18386669893946367,4,2.0966674734865918,2,0.9033325265134082,12,1,0.12953441447203295,16,0,22.071903489928047,16.2916565814176,5353.479005940217,0.10966674734865918,68,0.06580004840919551,297.41370774100534,337.35876944111624,0.4112006777287371,2,4,11,0.09839990318160899,30,38,14,15,37,22.97239328005377,17,True,5333
3,7,1,17,4,12,4,0.2495685972064577,6,2.0951244084251566,4,0.9531476794323857,15,1,0.05679069159710831,2,0,23.3064986535226,13.185366322370603,3973.1681841538893,0.10283953457985542,65,0.07283953457985543,220.7308559026822,303.1256524518868,0.2854941822481927,3,6,13,0.15413604392877103,24,40,12,12,30,79.44437466255935,20,True,5334
2,6,3,0,0,11,3,0.32985769784412944,5,2.0,2,0.7498102637921725,14,1,0.0,11,0,30.16832263825571,5.9227748920394765,1059.1285295443895,0.059976282974021564,38,0.16992884892206472,58.83992884892207,178.7399636222857,0.2501897362078275,2,5,12,0.2698576978441294,13,24,12,11,14,0.0,11,True,5335
18,9,8,3,14,14,5,0.26687077324348907,6,2.189625878685783,4,0.8710544024936675,21,1,0.0,16,1,51.63745077897351,8.403265149654478,3594.168205355153,0.14275510544229397,80,0.11758503514743132,199.6736739183828,429.9017769980178,0.2496938401347664,4,7,18,0.09551021088458793,35,45,27,13,53,48.88748742645647,19,True,5336
20,14,3,13,13,27,7,0.16636842558262704,13,2.0,3,0.506859640566149,35,1,0.0,33,0,66.6294749073093,22.58856109345575,33809.00606860581,0.496368425582627,263,0.04,1878.2753819790196,1499.4694525055904,0.13807016537193995,6,13,29,0.09798245865701502,92,171,34,17,82,44.90656264271419,46,True,5337
5,1,2,1,2,0,1,0.26420935712086624,0,0.0,1,1.0,3,1,0.0,3,0,16.093763715781094,2.588808482005414,98.6024919220991,0.01411191517994586,12,0.3999025580590796,5.476934870424385,39.03537007728515,1.0,0,0,4,0.07355233928021657,3,9,3,5,14,55.88808482005414,4,True,5338
18,3,5,1,9,5,2,0.08560968037947364,2,2.0,2,0.9479677320684212,16,1,0.0,27,0,46.478387379531455,13.218940426678156,7911.721324820468,0.20349596650855264,114,0.07739838660342106,439.5369073826362,604.096355157252,0.4609757990513159,1,2,16,0.041707260284605224,54,60,25,12,58,27.693579740779082,28,True,5339
