LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14924
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,29.544245174648466,46.37559723975273,63440.251384811134,0.4539343548943686,238,0.02,3524.454503143645,1368.2505650707426,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,14925
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14926
7,10,4,0,4,18,5,0.25583887093309043,8,3,0,25,3,0,22,1,4,0,37.18356306829314,9.651821313141296,3450.567922971658,0.11547460830483129,70,0.1,191.7005456336043,358.11381424561296,0,4,9,21,0.10583887093309047,32,38,21,12,59,15.828218007235805,22,True,14927
8,5,2,4,3,8,3,0.08,4,3,1,16,1,0,34,0,0,0,42.13135635467258,21.587160911331857,19624.75881879794,0.3020709772167036,178,0.05,1090.2678074938374,909.2356296735654,0,2,4,15,0.06,70,108,21,13,51,17.07,38,True,14928
12,8,4,4,6,14,2,0.06021982234576009,6,1,0,34,2,0,38,0,1,0,58.629217204665245,18.9699143711402,20915.49836398089,0.36782414212339193,198,0.05195603553084798,1161.9705489095404,1105.3098332331888,1,3,7,31,0.042175857876608075,95,103,33,13,63,19.640170622515587,42,True,14929
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50.0,2,True,14930
7,15,8,24,4,11,11,0.17679569225533448,5,8,0,39,3,0,42,0,6,0,43.14203275927901,29.038411434624653,34527.2329942863,0.3998451692935986,204,0.036640861548933104,1918.178877221031,1203.844350089887,0,3,5,29,0.1467182769021338,73,131,33,25,81,38.972100194584314,67,True,14931
0,1,1,1,0,0,1,0.4664403952265641,0,1,1,2,1,0,1,0,0,0,10.538266290258075,2.919456948543754,87.37671335813774,0.01,9,0.34208145771843695,4.84933643012937,30.23214315410867,1,0,0,3,0.2312066213268759,3,6,3,5,4,54.474166508394475,2,True,14932
13,20,2,25,9,36,11,0.19703309478860312,17,6,0,43,4,0,31,1,0,0,26.32250135663133,37.523888185450424,35906.57795613564,0.31815898933134146,180,0.030741726302849222,1994.8097628309292,964.6457589102996,0,9,18,33,0.14,66,113,19,21,81,52.98366367827211,56,True,14933
7,22,17,10,7,39,11,0.16039141427757952,17,7,0,63,6,0,65,1,4,0,74.1225377370397,21.151085911145696,32894.86464627637,0.5182777771786501,248,0.04976515143345228,1827.4930359042428,1559.909515881536,0,10,19,53,0.1302348485665477,113,134,56,21,94,22.430631341181382,76,True,14934
13,29,4,22,7,48,15,0.2416609073132741,19,6,0,54,11,0,43,0,1,0,34.4378207508814,34.43629027141098,39774.141810037436,0.387220302437758,208,0.03,2209.6759280594238,1163.2236602513544,0,14,25,41,0.17755248390041287,77,131,25,22,88,40.58170364541549,65,True,14935
8,14,3,8,11,25,1,0.04747420944810088,11,1,1,33,1,0,35,0,0,0,57.943634043925925,19.024569035112204,19918.07124977166,0.35420965091983186,193,0.05542096509198319,1106.5631016003647,1066.0359876877942,0,6,12,28,0.03289517454008406,83,110,32,14,65,32.53059244233605,44,True,14936
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14937
7,10,4,0,3,18,5,0.2511945988218593,9,3,0,26,3,0,23,1,4,0,37.689788728417334,9.621965278140525,3478.2690157128186,0.11680154319375448,71,0.1,193.2397901047552,362.00372387249126,0,4,9,22,0.1011945988218593,33,38,21,12,62,14.327454647863682,23,True,14938
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,30.536115443307345,45.01590841313285,61821.42405212576,0.4580671476804473,238,0.02,3434.520799325787,1373.5033447018486,1,4,8,31,0.01,99,139,28,26,128,37.96,81,True,14939
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14940
8,5,3,3,3,8,3,0.07813192101809502,4,2,0,18,1,0,34,0,0,0,44.355532047246015,21.26462686092662,19896.434500098636,0.3112084738914299,181,0.05,1105.3601157306027,938.5098366879306,0,2,4,17,0.058131921018095015,74,106,23,13,52,16.371338460767536,38,True,14941
10,4,6,0,15,6,2,0.20078314425875915,2,2,0,13,2,0,12,0,1,0,60.24657344605018,3.476617995006538,624.8336210579919,0.06,41,0.32753011344474453,34.709837333609485,182.32373445653914,0,1,3,12,0.13388125030111575,16,24,15,6,41,47.40856112809872,13,True,14942
6,7,5,1,9,11,4,0.298484228268613,4,3,0,17,2,0,12,0,3,0,48.3772874686245,4.2666010457147845,751.5016807469957,0.06,40,0.26890946303883223,41.74710684186209,178.29844979533314,0,3,5,15,0.22599941522469225,16,24,13,6,30,33.29215021844641,13,True,14943
7,13,2,9,7,10,9,0.21,4,5,0,33,3,0,33,0,0,0,29.80932057691586,36.419193528308625,39502.2831216662,0.3589489590636664,189,0.02982482651061107,2194.572385916262,1085.1041348595884,0,3,5,26,0.16,69,119,25,26,58,32.65,42,True,14944
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14945
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14946
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14947
0,1,1,0,0,0,1,0.13,0,1,1,8,1,0,8,0,0,0,93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1,0,0,9,0.1,35,36,20,4,10,0.0,8,True,14948
26,138,50,46,40,155,4,0.06427046116304506,67,2,0,354,1,0,406,0,0,0,72.05885805759249,157.55395117854783,2517025.072758978,4.3332598252956105,1616,0.0064270461163045065,139834.7391631621,12993.944625264136,0,43,77,263,0.041775799755979295,575,1040,142,77,521,24.628035397800204,453,True,14949
10,39,4,2,17,52,20,0.3408348153409755,14,2,0,62,17,0,54,0,4,0,43.21013992010103,29.490435191762195,37588.23201919398,0.42041740767048774,228,0.03,2088.230760490259,1274.4343895597435,0,19,29,44,0.23052175958810966,90,138,29,18,87,26.659982215908297,57,True,14950
16,10,1,22,13,8,7,0.16,4,6,0,33,1,0,21,2,0,0,28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,0,2,4,28,0.09,55,74,18,15,74,62.5,43,True,14951
6,10,4,0,5,16,5,0.27385621268131716,7,3,0,24,3,0,20,1,4,0,35.21967281773643,9.767647081522753,3343.102201161378,0.11032679637676654,67,0.1,185.72908379704916,343.02300357849106,0,4,8,20,0.12385621268131713,29,38,20,13,50,21.650393297877052,20,True,14952
0,1,1,1,0,0,1,0.4482111334592805,0,1,1,2,1,0,1,0,0,0,11.096810870807646,2.875706720302273,88.34723925462791,0.01,9,0.348643991954659,4.9032950449605295,31.156731310945297,1,0,0,3,0.2209982347371971,3,6,3,5,5,56.904491687208726,2,True,14953
24,118,43,41,35,131,5,0.08652849612080718,57,3,0,305,1,0,346,0,2,0,68.49505213102707,139.01544134185508,2122493.309530995,3.7543005520227717,1414,0.008652849612080718,117916.30791291954,11263.703521196603,0,37,65,228,0.05624352247852467,507,907,127,70,450,27.494870300359963,388,True,14954
0,1,1,2,1,0,1,0.36702101504691165,0,1,1,2,1,0,1,0,0,0,13.13043456058061,3.462550816625958,139.68416416414965,0.01,12,0.32170234736059417,7.75552685130821,40.57808651874668,1,0,0,3,0.17553176842627055,5,7,4,5,6,67.72875827394573,3,True,14955
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50.0,2,True,14956
0,2,1,2,0,3,1,0.41493836993976935,1,1,0,5,1,0,2,0,0,0,11.5639409486412,4.470105169358458,224.32049277161283,0.014253081503011533,14,0.2227592445090346,12.460793833008779,50.86272184829084,0,0,1,5,0.24149383699397695,5,9,3,6,7,50.0,5,True,14957
6,3,3,3,9,4,2,0.21289586213179396,2,1,0,9,1,0,8,0,0,0,39.1166465974935,3.5269225710184084,352.14942370687197,0.03583711597603746,28,0.3033484639041498,19.564550686607994,113.86295473017185,0,1,2,9,0.14685514112580336,10,17,9,5,29,55.883488585097915,11,True,14958
16,9,3,21,13,8,6,0.15400063732573344,4,6,1,36,1,0,22,1,1,0,32.33067334485811,22.377875772889002,15022.220524898763,0.23145332874178165,133,0.04218158642700603,834.5664432702683,686.3574879394355,0,2,4,32,0.08672762035949096,56,77,19,14,75,61.401025837395714,43,True,14959
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14960
7,4,4,3,4,7,2,0.11684807069388672,3,2,0,15,1,0,17,1,2,0,43.62218171608128,8.86942354857148,3409.994186995112,0.12648168048979544,77,0.11296336097959087,189.44421399281688,385.10171759689695,0,1,3,14,0.05110991706122739,34,43,20,10,45,32.28751435052901,21,True,14961
25,47,21,9,16,75,27,0.17616080411451254,37,9,0,133,1,0,155,0,2,0,112.54225097108625,50.42471359526589,254980.3438096217,1.7772060261618452,730,0.02,14165.57720941226,5336.98634987888,0,19,37,108,0.13,327,403,112,32,209,22.412864399615987,165,True,14962
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14963
2,7,0,2,0,12,4,0.21633324717625985,6,1,0,15,1,0,16,0,0,0,19.079411131074696,11.800254587864163,2646.3767179615656,0.07591668820593504,50,0.08408331179406496,147.02232230732392,223.7981076080888,0,3,6,13,0.17,20,29,10,11,24,16.568022312586034,18,True,14964
8,5,2,3,3,8,3,0.07987342171515838,4,2,0,18,1,0,34,0,1,0,43.55290656808868,21.247595643583033,19658.925620874044,0.3106328914242081,180,0.05,1092.1641449026536,925.2779113324426,0,2,4,17,0.05987342171515837,72,107,22,13,51,17.022659721469235,38,True,14965
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,28.602888673381646,47.66604011023933,64976.63540820996,0.4500120361390902,238,0.02,3609.8080815772587,1363.2652979327836,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,14966
26,15,6,26,27,17,2,0.021517043135519363,8,1,0,42,1,0,76,0,1,0,114.86265308504002,37.277788077383036,81315.03555959875,0.9452328548273324,435,0.03151704313551936,4517.497828647571,2843.4203837769483,0,4,8,33,0.01767802875701291,165,269,57,22,157,40.605080906790946,102,True,14967
0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50.0,2,True,14968
8,5,3,3,3,8,3,0.07808112450281905,4,2,0,18,1,0,34,0,0,0,44.425021680143544,21.253604017111734,19903.933589648826,0.3115132529830857,181,0.05,1105.776697952381,939.4055316417918,0,2,4,17,0.05808112450281905,74,106,23,13,52,16.352340564054323,38,True,14969
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,30.167851757998584,45.52073654841028,62422.465678486165,0.4565327156583274,238,0.02,3467.9115745591366,1371.5530816017342,1,4,8,31,0.01,99,139,28,26,128,37.96,81,True,14970
0,1,0,2,1,0,1,0.2634242969848436,0,1,1,1,1,0,1,0,0,0,15.7551848181535,2.209727109045469,78.6452549684431,0.009463028120606258,12,0.4523503532260561,4.367227095297646,35.163476992188976,1,0,0,2,0.1175176063115124,5,6,3,3,8,81.54027272598066,3,True,14971
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14972
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14973
27,13,9,34,21,15,8,0.10717178083255459,7,3,0,44,1,0,71,0,5,0,163.9741262016085,36.02851840997738,118354.38474923151,1.332771078702638,595,0.037405291093896016,6575.242918519902,4003.7754582836183,0,4,7,38,0.07198236302034661,220,375,78,22,156,43.699683253242505,105,True,14974
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14975
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14976
2,7,1,0,2,12,4,0.2280754338610422,5,1,0,16,1,0,18,0,1,0,21.411813624170993,11.98853265082743,2952.9089588065576,0.0851046243383713,54,0.0851046243383713,164.05311044427972,249.928753147081,0,3,6,14,0.16744768783081435,20,34,11,12,26,12.230700375302959,18,True,14977
33,64,29,6,17,110,35,0.16356999006546336,55,11,0,179,1,0,214,0,1,0,150.57595250975157,46.7670821140171,319238.06379380263,2.309167919734173,917,0.02,17735.450716739175,6927.996237855369,0,27,55,145,0.13,422,495,151,32,273,12.009704291589102,220,True,14978
10,36,3,3,16,48,19,0.3297711245975533,13,2,0,60,16,0,53,0,4,0,41.560461464733294,30.331357168111335,37460.97035518652,0.41055796116697224,222,0.02921316343058102,2081.1609687064242,1244.452969237283,0,17,27,43,0.22449214401406717,87,135,28,19,85,27.14052826851255,56,True,14979
0,6,3,1,0,10,3,0.3021545354647829,4,3,0,16,2,0,10,0,2,0,58.22904535159837,4.550142666335176,1014.6340390557648,0.08130757742253619,53,0.23261515484507236,56.36791070528474,237.93203387100297,0,2,5,14,0.24346211288731906,24,29,15,6,14,8.200294372639156,11,True,14980
16,10,0,22,13,8,7,0.16,4,1,0,20,1,0,21,2,0,0,28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,0,2,4,15,0.09,55,74,18,15,74,62.5,43,True,14981
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,30.47745031780714,45.096328522672714,61917.17115901662,0.45782270965752975,238,0.02,3439.8400151424953,1373.1926639747203,1,4,8,31,0.01,99,139,28,26,128,37.96,81,True,14982
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,14983
4,7,1,4,1,12,4,0.2470622161474101,5,2,0,15,1,0,12,0,0,0,21.677492406490575,10.485520046862835,2373.5253494459735,0.07302666406317578,49,0.09100888802105858,131.86040929011196,226.77698725736224,0,3,6,13,0.16899111197894143,23,26,12,11,24,33.33,16,True,14984
0,3,1,3,0,4,2,0.37888594522121394,2,1,0,6,1,0,3,0,0,0,12.845604647385844,4.385381971269853,240.54949175867054,0.016055702738939304,16,0.2281671082168179,13.36390707220859,55.52610298563598,0,1,2,6,0.2378885945221214,5,10,4,6,9,50.0,6,True,14985
12,9,2,14,10,9,6,0.18881144134475425,4,5,0,31,1,0,20,1,2,0,24.862595257116283,22.897591101176303,13037.268528635324,0.19118855865524575,113,0.04,724.2910293686291,569.2928604034219,0,2,4,27,0.11561017008422601,47,65,16,15,59,47.828573812999025,35,True,14986
10,18,3,16,16,28,3,0.0699896308574936,13,3,1,44,1,0,31,0,1,0,56.161769568381615,18.97883169397454,18292.257204371563,0.3357276174689368,178,0.0528586241632152,1016.23805934335,1004.8886560153546,0,7,14,36,0.03856550334713919,80,98,33,15,76,51.62803327000155,47,True,14987
15,1,7,0,24,0,1,0.08,0,1,1,8,1,0,13,0,0,0,74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1,0,0,9,0.02,17,25,17,5,54,64.86,13,True,14988
0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.01183305997529,3.85766885550646,137.17338912998136,0.01,10,0.2683711002031286,7.61574384055452,34.34879528915461,1,0,0,3,0.25,3,7,3,6,4,50.0,2,True,14989
15,1,7,0,24,0,1,0.08,0,1,1,8,1,0,12,0,0,0,74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1,0,0,9,0.02,17,25,17,5,54,67.20562141952125,13,True,14990
19,14,6,25,18,12,10,0.153695179087294,5,5,0,42,2,0,57,0,1,0,97.85737234159026,52.285425221890236,135458.87170022354,1.0365110793973686,483,0.02868215392113238,7525.488910132081,3110.884532132026,0,3,6,33,0.10105948692955874,180,303,54,26,122,42.90297005813009,83,True,14991
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14992
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,14993
10,9,2,11,8,10,6,0.2022097183231334,4,4,0,29,1,0,20,1,2,0,23.217584583659736,22.88717021908201,12165.22827322054,0.1777902816768666,106,0.04,675.8443485122523,531.4218861753122,0,2,5,25,0.127519749620563,44,61,15,16,53,41.00587343611997,32,True,14994
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14995
12,5,12,4,12,8,3,0.06912172551119898,4,3,1,28,1,0,39,0,0,0,63.07427880859853,18.518926489743972,18642.9759585935,0.34713918945147104,192,0.060878274488801024,1035.7247754774164,1050.0334852112776,0,2,4,27,0.04912172551119898,76,115,30,13,71,26.236759302562994,44,True,14996
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,14997
18,7,11,15,20,8,5,0.11446180152261264,4,1,0,32,1,0,32,1,0,0,58.23579967513917,18.805002792134268,15745.400209496316,0.3069365607295577,166,0.05655934490086814,874.745089325476,921.1606615760775,0,2,4,29,0.0651609826486978,69,97,30,14,88,54.15823000618768,47,True,14998
17,1,12,9,68,0,1,0.05885594565197774,0,1,1,17,1,0,10,0,0,0,97.85120262825387,5.016951304316438,1512.4741846727356,0.1256461494570612,75,0.24014824456610018,84.02659370932471,370.22192878414194,1,0,0,18,0.025497904890961043,30,44,24,6,107,70.78264951946758,19,True,14999
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,30.403102825680477,45.198246543129684,62038.51339113533,0.45751292844033536,238,0.02,3446.5811642098633,1372.7989320476663,1,4,8,31,0.01,99,139,28,26,128,37.96,81,True,15000
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50.0,2,True,15001
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,15002
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,15003
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,15004
4,1,2,1,6,0,1,0.3844115065020829,0,1,1,3,1,0,4,0,0,0,26.808486186647002,4.072792783594094,263.69721130963615,0.02376053494022823,20,0.2622900327728673,14.645303757255574,80.43706543174503,1,0,0,4,0.18670153927495015,7,12,6,6,17,54.8354519779962,5,True,15005
7,13,2,10,6,12,9,0.20880947606256353,5,5,0,42,3,0,33,0,6,0,22.918112808976613,40.10594459819786,36770.63643356436,0.30416683378102755,166,0.020595261968718224,2042.8139222443413,917.7354762759286,0,3,6,35,0.15940473803128177,62,103,20,25,59,33.557179240326576,43,True,15006
0,2,1,2,0,3,1,0.41630166192481444,1,1,0,5,1,0,2,0,0,0,12.079538978908197,3.502190028451113,165.30011226590295,0.014184916903759278,13,0.2923357478661665,9.181827001081075,44.09789088198451,0,0,1,5,0.24163016619248145,4,8,3,6,7,50.0,5,True,15007
0,1,0,1,0,0,1,0.4674526626997994,0,1,1,1,1,0,1,0,0,0,10.382268639645376,2.902357988099398,85.13824295827322,0.01,9,0.3443208284120883,4.725264023651848,29.567609113130395,1,0,0,2,0.23177349111188766,3,6,3,5,4,54.33921100886274,2,True,15008
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,9.452154934848146,2.9509787583458866,83.36182116268171,0.009673191722305912,8,0.34111148144159903,4.626466471031635,27.977040394141603,1,0,0,2,0.25,2,5,2,5,4,50.0,2,True,15009
0,2,1,0,0,3,1,0.18657774918980313,1,1,0,10,1,0,8,0,0,0,81.57940873868677,3.8451242700577994,1098.3694207119875,0.10057037513503281,65,0.2711407502700656,61.021802632623924,296.74135528725515,0,0,1,10,0.14714812432483595,31,33,18,4,11,2.6949867864076236,9,True,15010
6,16,3,8,8,16,10,0.2330419982618952,6,5,0,37,4,0,35,0,0,0,31.605607302931283,35.705921286679406,39815.666407818775,0.370972380124712,196,0.03,2211.9829439581586,1119.7984116240107,0,4,8,29,0.1731668561496544,73,122,26,25,60,31.888516819344986,43,True,15011
20,5,24,7,27,8,3,0.06339271974124464,4,2,0,47,1,0,45,0,1,0,91.69533352953182,14.190214856617924,16679.47228585273,0.40443208049398754,208,0.07512992009409286,926.6405617029425,1224.4367250566306,0,2,4,45,0.0373051198588607,84,123,44,14,103,44.80330275260072,53,True,15012
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,29.573262748209714,46.335818982662516,63392.89192390838,0.4540552614508738,238,0.02,3521.8234555675353,1368.4042373040606,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,15013
11,21,7,20,9,38,11,0.18620443303307269,18,6,0,50,5,0,42,2,1,0,41.71549873433476,32.46443945196929,35063.9327141278,0.3824267265763685,202,0.03689778348346367,1947.9964535010856,1156.103964761093,0,10,19,40,0.1365511082582682,82,119,31,21,85,42.98599101354473,62,True,15014
0,1,9,0,3,0,1,0.08860376563707563,0,1,1,10,1,0,10,0,0,0,16.498351924007423,9.7766025019321,1278.9314869247285,0.04383964449804202,41,0.10628305463315968,71.04910724082575,137.71296778061688,1,0,0,11,0.07755658986488236,10,30,3,6,17,3.1732916483363645,11,True,15015
14,17,3,15,21,13,6,0.09708811351171992,6,3,0,42,1,0,56,0,0,0,32.62717264719266,53.91844022199417,100377.74620749871,0.5929239627284146,300,0.02,5576.538215175502,1777.669966120034,0,3,6,31,0.06500301906003363,119,181,31,28,110,39.86218774249283,71,True,15016
0,7,3,1,0,11,4,0.31364647009424595,4,3,0,17,2,0,10,0,3,0,55.907291491959185,4.6202434675749,1006.3081324167188,0.07939225498429234,52,0.22878450996858468,55.905168804205026,232.0845544670445,0,3,5,15,0.25303872507853825,23,28,15,6,14,8.747693525489247,11,True,15017
29,48,36,3,98,80,2,0.029204533550631108,38,1,0,182,1,0,135,0,0,0,95.63185234334009,62.30445554051329,368778.74482888315,1.9815252054507126,854,0.02,20487.706098614366,5938.2620152684485,0,20,40,157,0.013139944008326545,345,509,88,31,275,42.8830742165603,139,True,15018
0,1,1,0,0,0,1,0.13,0,1,1,8,1,0,8,0,0,0,93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1,0,0,9,0.1,35,36,20,4,10,0.0,8,True,15019
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,15020
7,19,3,7,9,20,11,0.2416427885781631,6,4,0,40,6,0,38,0,0,0,33.16513037431278,34.67780032667707,39065.67490795725,0.3746043639591522,199,0.03,2170.3150315194803,1133.347160632005,0,6,10,30,0.1770384246190109,74,124,26,25,65,31.1944317254045,45,True,15021
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,15022
18,5,22,5,24,8,3,0.056494717017983524,4,3,1,43,1,0,45,0,2,0,88.11488332612268,14.774706802636114,17512.431370128812,0.40402113192806594,210,0.07350528298201649,972.9162616947845,1221.5520410417892,0,2,4,42,0.03649471701798352,85,125,42,13,95,36.87711845951255,51,True,15023
12,35,4,10,13,50,18,0.3004640573622099,16,3,0,59,15,0,50,0,2,0,39.67130110523667,31.472611508944624,38439.70232492692,0.4068213524540699,220,0.03,2135.5369164777258,1229.0871085161657,0,17,27,42,0.20891416392651194,84,135,27,20,88,32.263018018492716,60,True,15024
27,44,32,5,88,71,3,0.049620232656845675,34,2,0,166,1,0,124,0,1,0,89.57754832765934,61.01451748841476,339430.1228318714,1.8384878205960966,798,0.02,18857.228190488844,5512.738129645439,0,18,35,144,0.027108580238894408,322,476,83,31,253,42.7906663153427,129,True,15025
11,3,6,0,18,4,2,0.16222779902205264,1,1,0,11,1,0,12,0,1,0,64.93049710166378,3.164870489235454,574.8471667492481,0.06,41,0.35066332058676847,31.932750895274133,183.91221468029144,0,1,2,11,0.09752906764936392,16,24,15,5,45,52.97925772415657,13,True,15026
35,68,32,4,22,118,36,0.15218756184017457,59,11,0,192,1,0,226,0,1,0,158.2943992660845,46.57634746731442,340388.71534051123,2.442291806837729,966,0.02,18910.486731882087,7325.652089818367,0,29,59,156,0.12322922026148463,444,522,158,32,292,10.826131853331205,231,True,15027
