BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
3,5,17,10,5,2,0.1337995934786978,2,2.0,1,0.6350033876775182,12,1,0,1,4,28.421291873814294,17.411160503920474,9989.471998536961,0.17130128731745692,102,0.061899796739348915,554.9752610335952,518.6402964982008,0.6350033876775182,1,2,12,0.0718997967393489,40,62,16,14,34,95.46680569129822,18,True,10341
12,11,61,31,21,6,0.1092220659742375,9,2.173651240073607,5,0.7993978521692965,42,1,0,3,6,48.57722129631605,35.26071337323237,58862.824908752074,0.5657466120956893,305,0.028682562003680356,3270.1605055275622,1688.5538007464422,0.14790462797791787,5,10,37,0.06526975198527857,123,181,29,16,104,95.77237215516666,65,True,10342
3,5,18,11,5,2,0.13081426523062697,2,2.0,1,0.6598811230781085,13,1,0,1,4,29.095976057878303,17.855476858175017,10803.86606172773,0.18075482676968121,106,0.0604071326153135,600.2194032972328,545.7858862579089,0.6598811230781085,1,2,12,0.07040713261531349,42,64,17,14,36,95.50860028677121,19,True,10343
12,11,60,30,21,6,0.11102801097171106,9,2.168491397223683,5,0.7875302136144702,42,1,0,3,6,47.854069320899136,35.45472346438953,58371.2802194183,0.5590388163907876,302,0.028424569861184135,3242.8522952364797,1668.4742722959613,0.1494525808328952,5,10,37,0.06630172055526345,122,179,29,16,102,95.69058864599536,64,True,10344
1,2,1,0,0,1,0.4246043799473822,0,0.0,1,1.0,3,1,0,1,0,10.858598795870467,5.771528424082977,347.59909609013897,0.022284715759170237,17,0.17685414727751073,19.306822465816335,61.218173374894974,1.0,0,0,4,0.22258341088995715,5,12,3,8,4,57.6149576253144,2,True,10345
3,4,24,15,4,2,0.08133572597101243,2,2.0,1,0.5667862985506219,20,1,0,1,2,75.74099953119728,16.47006006104171,19507.664456239134,0.4053070143188632,209,0.0659928220869627,1083.755953532258,1204.4425979259813,0.5667862985506219,1,2,20,0.05,94,114,39,13,44,97.25834126794231,25,True,10346
9,3,28,13,16,5,0.16766737603923443,8,2.0066646398879016,2,0.4153286717421739,27,1,0,3,5,25.17404928028942,41.5394095402149,42955.09692196112,0.3486640318542722,216,0.020333231994395084,2386.3922733747254,1038.7254461237694,0.1980006080336295,4,8,24,0.09866707202241967,91,125,14,13,51,93.12563454222324,31,True,10347
1,0,2,5,0,1,0.27180315365336866,0,0.0,1,1.0,1,1,0,1,0,18.191415562675715,7.168409663250323,1043.7846476240245,0.04563936926932627,36,0.1770948118912763,57.991827965096235,136.12332724057595,1.0,0,0,2,0.09482614448429069,16,20,6,5,11,86.51149541546101,3,True,10348
1,1,1,0,0,1,0.46094046480907164,0,0.0,1,1.0,2,1,0,1,2,13.117486093179615,5.528982663289221,398.24196812569147,0.02118362227851298,19,0.18236724455702596,22.120927923044754,72.21089737929185,1.0,0,0,3,0.1652655108859481,7,12,5,7,6,53.94501305428376,2,True,10349
4,5,15,7,6,2,0.15708481644123934,3,2.0,1,0.5885602055154918,13,1,0,1,3,29.156128601789018,15.315274331635152,6922.3378806297815,0.1483392657649574,90,0.06645759177938033,384.57739354290203,449.0504363603957,0.4114397944845082,1,3,13,0.09771204110309836,34,55,16,14,28,93.38377809239529,16,True,10350
16,3,31,15,24,8,0.23749257779774524,9,2.5999340248688463,4,0.5499835062172116,33,6,0,5,4,22.117733387026455,43.44731774370019,41670.17898322992,0.31750247406741827,197,0.02,2315.011470878206,959.7933280781483,0.649950518651635,7,12,26,0.14499505186516348,80,117,14,15,57,90.22280760904901,36,True,10351
22,3,69,14,13,17,0.18961371305964636,6,1.6731047823392275,14,0.48499275659180086,53,2,0,3,4,28.059770618366123,64.03195060963895,281614.64525714354,0.7453500698993576,362,0.018365523911696137,15645.255484402165,2231.4553714393596,0.18692419129356913,3,6,37,0.1261516174128618,137,225,27,25,92,93.69503862446949,73,True,10352
13,9,50,25,20,7,0.14610703248239199,8,2.35369010827464,3,0.567988794278184,37,2,0,2,5,39.97479133802881,32.24129057077475,43236.04302858914,0.4411868881162054,238,0.03,2402.002281140633,1312.4682648111163,0.2885671046654853,6,10,32,0.09073802165492799,97,140,26,18,85,96.2463530397007,53,True,10353
1,1,4,0,0,1,0.21462959311134544,0,0.0,1,1.0,2,1,0,1,1,15.836443372787086,4.932379404376749,391.7036523784761,0.027295176175069973,23,0.20270482382493005,21.759872756345192,78.74645404943472,1.0,0,0,3,0.14622894294958017,9,14,4,5,7,78.8224110957541,5,True,10354
22,11,66,29,55,11,0.1685189885591174,20,2.576854437075146,3,0.408916658652477,75,1,0,2,3,112.05281751782994,29.36518240230985,85454.22399429747,1.022533762781224,489,0.035709915713259786,4747.460381363908,3070.379485808715,0.10003059000718152,17,27,65,0.11709915713259784,194,295,57,16,103,97.14926583982765,69,True,10355
15,5,34,17,23,8,0.21855178271378883,8,2.622364783059095,3,0.4164436091610647,33,5,0,3,4,25.471925294048695,35.893912933596695,32285.48473963685,0.29815765220393964,173,0.02592117389803017,1793.6365424653427,891.6183078237007,0.5809165657728838,7,11,26,0.1363153044078793,71,102,18,17,60,93.44074290251915,37,True,10356
5,1,12,5,9,3,0.27510774235154567,4,2.0,2,0.7460858624598259,12,1,0,2,0,32.01678129312826,8.514170006448957,1885.5822845920013,0.07645791266452405,56,0.12630134716291708,104.75545960045339,238.72947034082307,0.3029158253290481,2,4,10,0.17786700217898674,23,32,10,7,23,89.26579292355946,15,True,10357
7,7,21,6,12,4,0.1888954744378465,6,2.1570686312645986,3,0.75,24,1,0,2,2,37.13811388688614,16.043525729807502,9566.282369149181,0.20118096715236541,112,0.06,531.4607527842406,595.8695690470943,0.30904835761827026,3,6,22,0.14062870437128866,44,67,23,16,32,90.83376280956998,24,True,10358
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,8.23945474004377,3.342251090325383,142.37193840242665,0.00818778262366837,9,0.4653054344082908,7.909145773558944,28.869845770692923,1.0,0,0,2,0.25,2,6,2,5,4,50.0,2,True,10359
1,0,1,1,0,1,0.4275298301165351,0,0.0,1,1.0,1,1,0,1,0,11.059133780662695,3.3001590199052684,343.36343129505315,0.014494033976692983,15,0.5134644330517159,19.078846050480212,51.1526234952138,1.0,0,0,2,0.20072028447924387,6,8,3,3,6,61.59522718135439,2,True,10360
4,2,15,7,7,2,0.1601451509452761,3,1.9709698109447824,2,1.0,9,1,0,2,0,41.384815636909416,6.704888886467237,1869.662622235164,0.08912909432834347,64,0.15072575472638045,103.87340643759202,278.1059432087084,0.3397251133334979,1,3,8,0.10043545283582828,24,39,12,6,28,88.8092960744265,18,True,10361
8,5,16,8,10,4,0.22652897318522253,3,2.5654640796463664,3,0.6062902405350312,21,3,0,1,3,29.921454080381118,15.931102507086875,7836.604108484464,0.15826448659261125,96,0.06574839037859875,435.36992215704083,483.11332016588165,0.6062902405350312,3,5,18,0.1395225346996175,40,55,17,13,30,96.01379295109503,17,True,10362
3,4,18,12,4,2,0.10815923372020035,2,2.0,1,0.5,15,1,0,1,2,58.680906948266156,15.191272074421942,13676.955374822815,0.29931756977056995,160,0.07,759.8299854880893,895.7980280649629,0.5,1,2,15,0.06206824302294301,71,89,30,13,35,96.55499551165084,19,True,10363
3,2,11,5,5,2,0.1637464921901483,2,1.2507015619703425,2,1.0,7,1,0,2,0,32.57233361070714,6.081856851104346,1344.230535949555,0.06752104685911027,50,0.16873246095074143,74.68093430665797,208.03824794847492,0.5810149767399353,1,2,7,0.11123947657044486,19,31,10,6,21,86.80695034227755,14,True,10364
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,11.678251751410096,4.849965182734728,324.88777989432515,0.01634129357431575,16,0.26963830742926415,18.04665178515996,59.57169664061673,1.0,0,0,2,0.184634825702737,6,10,4,7,5,50.0,2,True,10365
54,4,174,18,6,50,0.23839335857704708,3,0.8601106903825486,44,0.6963712205005375,119,6,0,6,2,37.55960658287992,119.3480686263714,876744.0926202826,1.7534627439256396,734,0.014300553451912744,48708.00165680536,5262.297346253859,0.15440442761530193,1,3,71,0.19119114476939614,255,479,59,55,202,95.37387142436003,180,True,10366
5,1,8,4,6,3,0.33,2,3.0051341553174886,2,0.6712446437133306,7,3,0,1,2,27.656090055852175,13.803519679673213,5290.69701791349,0.13124464371333056,75,0.06984441953583369,293.92598865643396,382.31161523894434,0.996110488395842,2,3,6,0.20031116092833265,33,42,18,15,15,92.383900720479,9,True,10367
66,8,220,25,6,61,0.23342671080227356,2,0.6550591380789376,55,0.9021347507796653,146,7,0,7,2,48.99753435611266,135.11250353266573,1076111.8417759067,2.1589857788476174,887,0.015955083073444884,59783.989412031755,6480.477088022854,0.12595508307344488,1,3,87,0.20044916926555115,305,581,75,66,256,96.86415601247465,227,True,10368
53,8,153,24,47,42,0.24802069106143299,16,1.7151546223471665,31,0.4102512486031148,134,4,0,4,0,113.19367465030984,86.60098532342124,665088.7037335164,1.9324374681560117,822,0.027991132402243005,36949.3723163939,5807.763585693176,0.090014779329595,15,23,93,0.20002955865918998,298,523,83,44,184,97.58178717765384,158,True,10369
1,1,1,0,0,1,0.42624067083417005,0,0.0,1,1.0,2,1,0,1,2,13.61274678900321,5.4658921287894,402.2503200842468,0.02223513118684333,20,0.18447026237368666,22.343847811610786,73.89962068607039,1.0,0,0,3,0.16105947525262668,7,12,5,7,6,57.44969224574882,2,True,10370
8,8,31,17,13,4,0.1326431700599896,5,2.2006737414587745,3,0.8996631292706126,25,4,0,3,6,34.078258789915154,28.964402488847007,26833.250468111324,0.31,172,0.03498315646353063,1490.740579690236,923.2337312777196,0.9498315646353064,3,6,22,0.07759263945058152,70,102,23,18,59,94.37678161936864,34,True,10371
6,5,16,5,10,3,0.22260388599881453,4,2.3287742874925907,2,0.7236980570005928,17,1,0,2,2,33.994040382821574,15.186423024765856,8011.445219699762,0.17698579987551866,99,0.0632877428749259,445.08011492934787,520.8983413365737,0.49658071561944306,2,5,16,0.15301420012448136,39,59,21,16,26,90.75946860410788,19,True,10372
22,6,45,20,48,11,0.244434403340674,17,2.823348394988989,4,0.39375584426393073,60,5,0,4,2,74.16180707845575,36.870956730028695,65616.68732249968,0.7108141139776442,357,0.027782798329662992,3645.3742956944266,2144.3444235797015,0.5159278609673008,15,24,50,0.16,141,215,38,16,74,92.62882048342543,50,True,10373
6,6,19,6,10,3,0.16742529370540316,5,2.0,2,0.7178161713175393,21,1,0,2,2,35.572394744202654,15.77542556989044,8896.081648665679,0.18970117482161258,106,0.061287353147298426,494.2278144520949,562.4854719482726,0.2821838286824607,2,5,19,0.12356323426350786,41,65,21,16,31,90.67457304918437,22,True,10374
4,2,15,7,7,2,0.161390268495977,3,1.969105144533844,2,1.0,9,1,0,2,0,41.3916605046191,6.745138479178417,1879.2700311022018,0.08938210289067688,64,0.14969105144533842,104.40723253202663,278.87688237999663,0.3403497765811622,1,3,8,0.09969105144533845,24,39,12,6,28,88.90714664478372,18,True,10375
4,5,22,11,7,2,0.1192160921158977,3,2.0,1,0.608933589210827,21,1,0,1,2,62.18953861756774,15.568368583400686,14886.563897414251,0.3241384414944723,170,0.06564265643156693,827.0290618614648,962.0393638228298,0.3910664107891731,1,3,20,0.08485874854746461,74,95,33,14,37,94.19813638508579,24,True,10376
87,34,220,39,146,45,0.18121367091209528,66,2.293719595316591,32,0.6207658730482473,227,18,0,40,0,123.47412619968547,49.84388302176465,308329.09453685273,1.9760957970416377,834,0.024485468364838107,17129.391747203495,5920.702459087123,0.3492615694329141,39,73,184,0.15224273418241904,319,515,103,32,301,88.49922289236223,260,True,10377
25,7,53,22,59,13,0.23554529161595356,21,2.8366820625760694,2,0.27597511391138463,73,3,0,3,1,104.28700671353339,32.79974356010673,79415.71324203708,0.939708740889196,452,0.03222735419202322,4411.986846779837,2830.903856750211,0.35370157199115243,19,29,62,0.16,179,273,51,16,82,94.53553494837797,56,True,10378
5,8,26,13,9,3,0.12327916863801933,4,2.0,3,0.8960025980061896,22,2,0,2,4,37.84161195082847,20.585443551879056,16717.105704275367,0.2642411431227234,143,0.04831979215950483,928.7312458392628,781.2225096706356,0.6880077940185687,2,4,21,0.08327916863801933,57,85,25,18,47,93.55078318351053,29,True,10379
17,4,33,17,25,9,0.2422669675350646,9,2.724001289435991,4,0.5214679990838574,34,6,0,4,4,23.14783718156367,40.53192550792906,37531.04308237129,0.30493341929573275,184,0.022533290352133632,2085.0588971998172,920.5135665866522,0.7062682569710557,8,12,27,0.1498668385914655,74,109,15,16,60,91.06583653684568,38,True,10380
13,6,34,17,20,7,0.19656753106768102,8,2.528146561718633,2,0.31908478044258737,31,3,0,2,4,27.62638195536726,31.594421433093615,27422.79125864164,0.29187643744790887,163,0.029061781276045567,1523.4846364158361,864.8320674966074,0.464714092786314,6,10,26,0.12375287489581772,67,95,20,18,60,95.64230867450794,37,True,10381
3,1,9,7,4,2,0.20386744871807405,2,1.025167806265021,2,1.0,5,1,0,2,0,30.748767015638112,7.20766777493014,1525.770217607219,0.07050335612530043,52,0.1402516780626502,84.76861620934376,216.147526565342,0.6565687849012181,1,2,5,0.09025167806265022,21,31,10,6,20,89.43103186752292,11,True,10382
1,0,2,3,0,1,0.35895130205031367,0,0.0,1,1.0,1,1,0,1,0,14.200030366095636,5.003649657070208,651.813191690181,0.028209739589937267,24,0.36533481242867755,36.21524864366762,88.57181154926687,1.0,0,0,2,0.1540868853942133,11,13,4,4,8,72.5677916719498,3,True,10383
66,26,166,34,123,34,0.19470788017759022,53,2.490735050592817,21,0.4291481014782189,182,12,0,26,0,135.1277253213669,41.43699064936129,237083.21589323436,1.7547907650875205,759,0.02988315207103609,13171.289177341485,5263.4481049182195,0.2521032627213504,35,61,149,0.15494157603551803,293,466,93,26,230,91.7594238509058,193,True,10384
7,1,14,4,13,4,0.2551435228981536,6,2.0,3,0.853625349387456,15,1,0,3,0,28.815118350912364,7.900997204900352,1730.8891005431424,0.0753625349387456,50,0.12804380240811838,96.15773997528795,222.18985270918608,0.2348564771018464,3,6,13,0.19514352289815362,21,29,12,9,23,86.04301304558602,17,True,10385
1,0,2,0,0,1,0.3733488855507404,0,0.0,1,1.0,1,1,0,1,1,11.397530668792255,2.843269395673966,176.46844809803383,0.011513737677205422,13,0.4896181097237817,9.804874710975627,40.30223429159591,1.0,0,0,2,0.20394504929117832,5,7,3,3,5,62.79176255937522,3,True,10386
12,12,64,32,21,6,0.10385230554519467,9,2.1889934127280153,5,0.834684849274435,44,1,0,3,6,50.727426793831334,34.68384768142663,60324.37397341528,0.5856914365464198,313,0.02944967063640076,3351.3581871923843,1748.2578656310711,0.14330197618159546,5,10,39,0.06220131745439696,126,186,31,16,109,96.01554559173904,68,True,10387
7,0,10,2,13,4,0.3988212770668223,6,2.0,2,0.5149918933964177,16,1,0,1,1,18.34874607448069,10.231781365882085,1777.4942650957441,0.05963606885077883,42,0.09927213770155766,98.74525716816075,177.6672548143036,0.22590982787305294,3,6,14,0.2818196557461059,20,21,9,8,16,87.5909827873053,12,True,10388
4,1,8,1,6,2,0.2214543308462243,3,0.8575721807704049,2,0.9142427819229595,9,1,0,1,1,20.190033275523227,6.427857680982724,963.7334179574204,0.0471514436154081,34,0.1656971127691838,53.5376494884443,135.38025013102862,0.6569711276918381,1,3,8,0.17287860903852026,14,19,8,7,14,84.04607277094328,10,True,10389
17,4,33,17,26,9,0.24778715763427248,9,2.747659247004025,5,0.5459145552374923,35,7,0,5,4,22.6068585518413,41.611516971617,38752.0531418165,0.306510616466935,186,0.021744691766532508,2152.89335893464,927.2395239232443,0.7354464046382974,8,13,27,0.15302123293387,75,111,15,16,60,90.5130289283393,38,True,10390
69,5,215,20,7,63,0.2817429168220663,2,0.7706610966071429,57,0.8319244461020409,146,9,0,8,1,40.39881402460459,141.02414249900065,1103167.6556900253,2.1291573741128826,870,0.012752361059311225,61287.08952615107,6397.178658571399,0.3071605520331633,2,3,85,0.23247638940688775,296,573,71,68,247,94.98664420738139,223,True,10391
13,7,34,16,20,7,0.20052828402679235,7,2.562417683873126,2,0.3245929332308891,31,3,0,1,4,28.918993508222986,29.32334938263203,24836.902132613905,0.2839838376989758,157,0.03225606086288407,1379.8238696009323,840.0915324379755,0.4540646492040968,6,10,26,0.12752020287628024,66,91,21,18,58,96.35715354185973,36,True,10392
5,6,21,8,9,3,0.14370055805262344,4,2.0,2,0.6769459945906207,22,1,0,2,2,50.126858399407524,15.723436867666615,12235.312472387777,0.26428752476025386,141,0.06292216021637517,679.7386762747683,783.019830878352,0.32305400540937934,2,4,20,0.1066227182689986,59,82,28,15,34,92.17408720098312,24,True,10393
7,1,14,5,12,4,0.22720845877871076,6,2.0,3,0.8966023711096758,14,1,0,3,0,32.609989368984365,7.557181031122594,1777.8522410300982,0.07966023711096758,54,0.13449035566645134,98.7685940449128,239.43653152631288,0.2627915412212892,3,6,12,0.16720845877871077,22,32,12,8,25,86.8789161180832,17,True,10394
14,7,24,10,20,7,0.3155105951342593,6,3.244098528295966,5,0.7023919554411375,37,5,0,1,2,36.00683168577612,18.54786422741799,12460.715372383926,0.2182796599232804,124,0.05689512752876984,692.262501267168,657.286083821547,0.7168813603068783,6,10,31,0.20965042509589948,56,68,23,15,38,96.98134323072884,25,True,10395
5,10,31,18,8,3,0.09017319951277565,4,2.003463990255513,3,0.9975752068211408,22,2,0,2,7,38.561613320322046,24.109088296210032,22620.961412633253,0.3150227858704941,168,0.03982680048722434,1256.72506885743,932.0507550078225,0.9851048419012933,2,4,21,0.050173199512775664,69,99,27,18,59,96.08190519464053,33,True,10396
8,0,11,2,14,4,0.3738129636206931,7,2.0,2,0.580489857183899,17,1,0,2,0,19.665850582643493,9.794731316609257,1753.3171803536816,0.06201781298850542,43,0.10403562597701083,97.40195347448295,182.95353592798776,0.21995546752873646,3,7,14,0.26991093505747293,20,22,10,9,18,86.99554675287365,13,True,10397
10,7,43,21,18,5,0.14091926886182377,8,2.0830878032519324,3,0.591101947479444,34,1,0,3,5,35.884755625758295,38.66589859772735,50235.43494509044,0.44801414422751185,257,0.024154390162596608,2790.8580443206884,1336.126186354894,0.17507365902442035,4,9,30,0.08338243934961356,106,150,21,14,75,94.33694168154312,47,True,10398
1,2,3,0,0,1,0.3046276587278897,0,0.0,1,1.0,3,1,0,1,1,13.879830775670413,5.4079626022057266,387.3004838391347,0.025920373977942737,21,0.1877611219338282,21.51366700461124,73.07041916809332,1.0,0,0,4,0.17895551226468717,7,13,4,6,6,69.73260646848314,4,True,10399
7,9,32,17,11,4,0.12245541097309262,5,2.162277054865463,2,0.7695665820910425,24,3,0,2,6,35.058231197204194,26.00065522008331,23246.607344633747,0.3035089178053815,164,0.03675445890269074,1291.4801205797273,897.410789087366,0.8150041574533721,3,5,22,0.07271878768116483,67,96,25,19,59,96.1514019041408,34,True,10400
37,12,83,22,58,19,0.24035183879897576,24,2.653730355503486,13,0.6392963224020485,85,11,0,15,3,41.577745908340205,46.80095453565712,112641.08200820317,0.7138788691321647,345,0.02,6257.839211703051,2148.2463897441176,0.7192242261735671,16,29,68,0.15781687097766398,134,211,35,20,126,88.5259048421824,99,True,10401
3,4,14,7,5,2,0.15482008475018544,2,2.0,1,0.5602510593773181,12,1,0,1,3,27.750862587490072,15.214493771383253,6490.056086734023,0.13928033900074177,86,0.06758995762490728,360.56217869096645,424.2063297095343,0.4397489406226819,1,2,11,0.09205021187546361,33,53,15,13,27,93.97713779545141,15,True,10402
11,7,22,8,16,6,0.25341682071191607,6,2.693402322167802,4,0.75,30,3,0,1,2,37.029234115048645,16.56776166828432,10176.65833748602,0.20521355129449476,115,0.06,565.3707528354064,613.4193752336412,0.5106775647247376,5,8,26,0.17692196165045276,49,66,23,15,34,93.6807672139133,24,True,10403
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,9.120780378964037,5.982135513448441,325.8245192602121,0.02,15,0.170446612163789,18.09641180469665,54.50869651890699,1.0,0,0,3,0.2464271026896881,4,11,3,8,4,50.0,2,True,10404
1,0,1,1,0,1,0.42261017462173167,0,0.0,1,1.0,1,1,0,1,0,11.284454002324692,3.422363262396186,365.49086099336023,0.015477965075653672,15,0.5028379771829403,20.308169565521695,53.836984319398354,1.0,0,0,2,0.19737491874277752,6,8,3,3,6,62.38237206052294,2,True,10405
7,5,28,14,13,4,0.14661575627561302,6,2.0,2,0.5753818279329025,25,1,0,2,5,28.35562689549211,36.5694675885306,36362.40622935766,0.3312309086033549,199,0.025846060931096752,2020.1335682640952,984.7639838963221,0.43384243724387006,3,6,23,0.08538484767225812,83,115,17,14,51,93.9144473224578,30,True,10406
32,4,80,17,22,23,0.26566738261399225,8,2.2710442893607232,19,0.6604520812159174,64,8,0,6,3,26.35951414955323,69.2897503511714,318193.68851428386,0.7841710120373513,368,0.018110872462002582,17677.42855309033,2364.003956641901,0.6715393274161757,7,11,42,0.17889127537997418,134,234,29,29,109,90.77485424486598,87,True,10407
1,0,1,0,0,1,0.4781061066459563,0,0.0,1,1.0,1,1,0,1,2,13.140626051749239,5.784784459908129,459.24703798410866,0.022627267202485243,20,0.17562122132919125,25.510516586910384,77.11549781017094,1.0,0,0,2,0.1621181983925443,7,12,5,7,6,53.503022936646985,2,True,10408
30,13,79,22,48,16,0.1861135075808541,21,2.4280998902458006,9,0.385219064269075,76,6,0,11,4,44.888641584267944,35.46348894778748,92344.45564082818,0.6533870411901432,304,0.02805675379042704,5130.243199115244,1947.000839801478,0.43,13,24,62,0.12582973862871888,120,183,38,22,118,94.25764823373882,91,True,10409
5,2,12,4,7,3,0.2770693843518629,3,2.669183652199143,2,0.6964653078240686,12,2,0,1,2,30.70568591975628,14.457946984293834,6586.6618237204875,0.15315714434605998,86,0.06669183652199143,365.9247253541333,448.595392272902,0.7518877391493572,2,3,10,0.17684285565394003,36,50,19,15,20,91.54581423658003,13,True,10410
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.453712361269581,2.3026756226086524,48.872208820850474,0.0026755854086955074,6,0.5495986566087022,2.7171572718781665,16.53040156659104,1.0,0,0,2,0.25,2,4,2,3,4,50.0,2,True,10411
8,8,32,17,13,4,0.13322131875850235,5,2.216106593792512,2,0.6931286368146333,25,3,0,2,6,33.97625746477051,26.68752013679245,23680.707048584703,0.30135573624829953,163,0.03567786812414976,1315.5957540190452,890.9426316898918,0.7536384830765366,3,6,23,0.08025492313095164,67,96,24,19,59,96.1750869012687,34,True,10412
14,6,34,17,22,7,0.21241919427987693,8,2.5960822611994727,3,0.3892850032394549,32,4,0,3,4,26.07291896057206,34.69455385273593,30929.01838002394,0.2964054840799648,170,0.02679725796001758,1718.2766675372475,884.1461868590101,0.5485014554793495,6,11,26,0.13281096815992968,70,100,18,18,60,94.05487782997233,37,True,10413
11,5,31,15,18,6,0.18218057889413833,8,2.304514472353458,2,0.33300681608223925,29,2,0,2,5,26.69438664716887,34.7983477147646,32362.528031726346,0.3095485527646542,181,0.02609028944706916,1797.9146483649201,917.8058457835094,0.3400766572825906,5,9,25,0.11218057889413832,75,105,18,16,55,95.01761493863869,34,True,10414
17,4,33,17,26,9,0.24382861366600406,9,2.730694058568589,5,0.528383860520875,34,6,0,5,4,22.9947958607316,40.837338872679936,37876.46336698149,0.3053796039045726,184,0.022310198047713704,2104.2490741337147,922.4163208510498,0.714522672234593,8,13,27,0.15075920780914517,74,110,15,16,60,90.9094488314473,38,True,10415
66,25,161,31,104,34,0.2102092851021427,47,2.4293357890937286,25,0.6995814297957146,162,16,0,30,1,72.51740269182287,51.097943023772324,221851.21134834463,1.3334758062337335,582,0.02,12325.06638670693,3998.5838893231794,0.5953048387532534,28,52,130,0.15446769834468252,223,358,67,27,226,87.35369442063889,192,True,10416
21,8,51,21,51,11,0.20581523125311094,18,2.689782775037331,1,0.17402163747718652,66,1,0,2,2,96.11734207584588,27.86918264326988,66866.91100845083,0.8435330938588825,401,0.03527174375103698,3714.827752284422,2530.466303872962,0.24021722496266887,16,25,57,0.1410869750041479,160,241,49,17,78,97.12766376891281,53,True,10417
10,6,23,11,14,5,0.24089405568495503,4,2.855956376243961,4,0.6608940556849551,31,4,0,1,2,52.80006470357662,16.523487536523465,13835.170635076984,0.28484899322463775,154,0.0635642377726018,768.6197218166255,853.2795396019258,0.6608940556849551,4,7,27,0.15940795786576942,70,83,30,14,38,97.19544103535887,24,True,10418
94,38,240,40,150,48,0.17216154987332777,70,2.1699886726565634,37,0.7270420281034697,239,20,0,45,0,104.54721274165048,53.963784867967384,330618.9262570601,1.957895086843854,817,0.021080774936663882,18367.714176460286,5860.559856656879,0.43,39,75,192,0.14675767519000835,311,506,101,35,328,86.92589445843375,285,True,10419
1,0,1,2,0,1,0.3909388879089207,0,0.0,1,1.0,1,1,0,1,0,12.734998933771433,4.209078024342411,507.9407075187729,0.021812222418215867,20,0.4344279978832687,28.2221906893189,71.11810520137654,1.0,0,0,2,0.17583844377806607,8,11,4,4,7,67.4497779345727,2,True,10420
1,0,1,0,0,1,0.5,0,0.05609830948038885,1,0.9789631339448541,2,1,0,1,2,12.57290261118049,5.779514590337244,435.2870666799772,0.020841474642205832,19,0.17719508452598054,24.178725926665408,72.72138583301452,0.9789631339448541,0,0,3,0.17448786475843112,7,12,5,8,6,51.121966189607775,2,True,10421
14,7,23,10,19,7,0.3206119199849886,5,3.2800554143201395,5,0.7406119199849885,37,5,0,1,2,38.57520899787863,17.119777161487715,11210.265441409487,0.21788598721260957,123,0.06037552320060045,622.79342700986,657.3266517232993,0.7406119199849885,6,9,31,0.21361610558979224,56,66,24,14,36,97.07426988162283,24,True,10422
7,9,32,17,11,4,0.12160047228663938,5,2.158002361433197,2,0.7756366467648604,24,3,0,2,6,35.144152535192745,25.946110131887593,23212.134763400187,0.3036799055426721,164,0.03683995277133606,1289.5650579220721,897.924436250187,0.8198773079661555,3,5,22,0.07212033060064757,67,96,25,19,59,96.1495210390306,34,True,10423
2,0,7,6,2,1,0.22173011628195663,1,0.6282196381787415,1,1.0,3,1,0,1,0,26.27317642046531,7.402172377292417,1377.1151133997478,0.06256439276357482,47,0.13628219638178743,76.51010957230872,189.76833605516828,0.7895464212101216,0,1,4,0.08628219638178741,20,27,8,6,17,89.6513381008108,8,True,10424
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,8.187173774532358,3.1494114634390233,129.29141224447278,0.007330717615284548,8,0.48673205961788635,7.182783178953654,27.063152733019827,1.0,0,0,2,0.25,2,5,2,5,4,50.0,2,True,10425
27,9,62,25,74,14,0.2242320143769656,26,2.8536519784345513,1,0.12607419049479415,91,1,0,2,0,142.6277032764636,27.618262584650243,96977.89613389589,1.231025629793136,572,0.037883992811517206,5387.663674105328,3704.696137580685,0.14723426237962212,24,37,78,0.16,226,346,69,16,92,96.96223291614089,64,True,10426
